"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(CorridorIndegreeBR)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(InflowLR)","cond(SelfR)","cond(IndegreeNeiBR)","cond(InflowBR)","cond(IndegreeBR)","cond(InflowNeiBR)","cond(InflowMPABR)","cond(IndegreeMPABR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"1062",3.9942448718584,"+",0.0618887385711192,0.0239427887031897,"+",NA,NA,NA,0.0337886595859538,NA,NA,NA,NA,NA,0.0692452506661241,NA,NA,NA,31587.1583982086,31660.3785311781,0.00591846277517456,0.778255090774851,"Gamma(log)",12,-15781.5791991043,31587.253317588,40.440836328864,6.0989053243703e-11
"121",3.99533425117887,"+",0.0656424767192089,0.0248968904436627,NA,NA,"+",NA,0.0343180364987474,NA,0.00971886182546081,NA,NA,0.0227157888685654,0.0636294306168861,NA,NA,NA,31587.1950043352,31678.720170547,0.00629486783603258,0.777496359258174,"Gamma(log)",15,-15778.5975021676,31587.3411675508,40.5286862916982,5.83680943915834e-11
"522",3.98464131549821,"+",0.0567864951148769,NA,"+",NA,"+",NA,0.0333920987343082,0.0354713154845829,NA,NA,NA,NA,0.0590684485823225,NA,NA,NA,31587.2030387092,31678.728204921,0.00648538780112702,0.778554361989637,"Gamma(log)",15,-15778.6015193546,31587.3492019248,40.5367206656665,5.8134089178547e-11
"34",3.99309510766945,"+",0.0572166667240854,0.0214350360013816,"+",0.0356281062833403,"+",NA,0.0337309997932137,NA,0.00989527847712289,NA,NA,NA,0.0638071238313363,NA,NA,NA,31587.1923170907,31690.9208387975,0.00696093438957098,0.777139582641488,"Gamma(log)",17,-15776.5961585454,31587.3787887544,40.5663074952354,5.72804174129077e-11
"1682",3.96460770873823,"+",NA,0.0174732041319762,"+",NA,"+",0.0944730139404178,NA,NA,0.0110510892639621,NA,NA,NA,NA,NA,NA,NA,31587.2562036254,31672.6796920897,0.00583515370640011,0.776950020933087,"Gamma(log)",14,-15779.6281018127,31587.3840575067,40.5715762475375,5.71297178341956e-11
"2562",4.00742583892124,"+",0.0662450516801612,NA,NA,0.0360722075806515,NA,NA,NA,NA,NA,NA,NA,NA,0.0534390028835037,NA,NA,NA,31587.3633219834,31642.2784217105,0.00557883812806683,0.775889556796827,"Gamma(log)",9,-15784.6816609917,31587.4180332296,40.6055519704751,5.61674030793002e-11
"1512",4.003593463531,"+",0.0663886102878326,0.0241186665614826,NA,NA,"+",NA,NA,NA,NA,0.0620980103503401,NA,NA,NA,NA,NA,0.039848722127279,31587.3203148331,31666.64212555,0.00616470405401587,0.77657157894,"Gamma(log)",13,-15780.6601574165,31587.4310878093,40.6186065502043,5.58019760798671e-11
"1067",4.00114030735119,"+",0.0693671079271263,NA,NA,0.0378224636131791,NA,NA,0.0334668251522466,0.0466097046844357,-0.000698607270992056,NA,NA,NA,NA,NA,NA,NA,31587.358147732,31654.476602954,0.00557747890875428,0.778460349132992,"Gamma(log)",11,-15782.679073866,31587.4384397028,40.625958443703,5.55972275402099e-11
"1465",4.00387804836928,"+",0.0665263391438794,0.0240929967442379,NA,NA,"+",NA,NA,NA,NA,0.0615911703160159,0.0401887597926961,NA,NA,NA,NA,NA,31587.3401412128,31666.6619519297,0.00618642163640245,0.776443638969722,"Gamma(log)",13,-15780.6700706064,31587.4509141891,40.638432929929,5.52515333257793e-11
"1795",3.99586381696191,"+",0.0714668545172257,0.0256509303026205,NA,NA,NA,NA,0.0334965306634132,0.0607671168111715,NA,NA,NA,NA,NA,NA,NA,NA,31587.4271383429,31648.4439158174,0.00530140669524289,0.780474427017638,"Gamma(log)",10,-15783.7135691714,31587.494027975,40.6815467158594,5.40732278675219e-11
"2376",3.96315533326988,"+",NA,NA,"+",NA,"+",0.0957417881783413,NA,NA,0.0105042112580636,NA,NA,NA,NA,NA,NA,NA,31587.4111295581,31666.732940275,0.00572131448763762,0.77677713821131,"Gamma(log)",13,-15780.705564779,31587.5219025343,40.7094212751908,5.33248216562869e-11
"1419",3.99728924190995,"+",0.0584265610618184,0.0244792387600698,"+",NA,NA,NA,NA,0.0372864192042541,NA,NA,NA,NA,0.0494596330401133,NA,NA,NA,31587.4551907234,31660.6753236929,0.00596542900892265,0.778082723311386,"Gamma(log)",12,-15781.7275953617,31587.5501101028,40.7376288436644,5.25780186308107e-11
"441",3.99277128623527,"+",0.0675643302508283,0.0254858158933327,NA,NA,"+",NA,0.0344248127125798,NA,0.00909876217933127,NA,NA,NA,0.0741344888698655,NA,NA,NA,31587.4880434141,31672.9115318784,0.00610364942104523,0.778428623810055,"Gamma(log)",14,-15779.744021707,31587.6158972953,40.8034160362113,5.08766735917694e-11
"1822",3.99816406676268,"+",0.0691690104379333,NA,NA,NA,NA,NA,0.0341850554645854,NA,0.00780721441095304,NA,NA,NA,0.0657022020978643,NA,NA,NA,31587.5627877204,31648.5795651949,0.00548656412059351,0.778308742547058,"Gamma(log)",10,-15783.7813938602,31587.6296773525,40.817196093376,5.05273367090906e-11
"1432",4.00760429183423,"+",0.065361024271598,0.0213133836946144,NA,0.033673020901366,NA,NA,NA,NA,0.00943818569002436,NA,NA,NA,0.0528960915570161,NA,NA,NA,31587.5816716263,31654.7001268483,0.00579459492025462,0.77664207337103,"Gamma(log)",11,-15782.7908358132,31587.6619635971,40.8494823380097,4.97182161695217e-11
"2801",3.99499839258679,"+",NA,0.0198383370996513,NA,NA,NA,0.0942902786501797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31587.6536471398,31636.4670691194,0.00471854331530529,0.772173789829061,"Gamma(log)",8,-15785.8268235699,31587.6974028371,40.8849215779919,4.88449877584276e-11
"2802",3.99499839258679,"+",NA,0.0198383370996513,NA,NA,NA,0.0942902786501797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31587.6536471398,31636.4670691194,0.00471854331530529,0.772173789829061,"Gamma(log)",8,-15785.8268235699,31587.6974028371,40.8849215779919,4.88449877584276e-11
"973",3.96729033905605,"+",NA,0.0175539320230735,"+",NA,"+",0.0937137527239654,NA,NA,0.0109996210463887,NA,NA,NA,NA,NA,0.0165057385253703,NA,31587.6634489969,31679.1886152087,0.00598803814652056,0.776440533257235,"Gamma(log)",15,-15778.8317244984,31587.8096122125,40.9971309533648,4.61800127859175e-11
"2622",3.99695382893651,"+",NA,0.0198502967070455,NA,NA,NA,0.0931891219615159,NA,NA,NA,NA,NA,NA,NA,NA,0.0177275967408784,NA,31587.7684742878,31642.6835740149,0.00479620313642353,0.771751660907703,"Gamma(log)",9,-15784.8842371439,31587.823185534,41.0107042748532,4.58676658013456e-11
"1267",3.99399457381392,"+",NA,0.0203166813273184,NA,NA,"+",0.0936458013076261,0.0301946981350246,NA,NA,NA,NA,NA,NA,0.0237428877934189,NA,NA,31587.733281121,31667.0550918379,0.00544825447306293,0.772808773440681,"Gamma(log)",13,-15780.8666405605,31587.8440540973,41.0315728381611,4.53915578991889e-11
"2238",3.99673400133731,"+",NA,0.0203579974365621,NA,NA,NA,0.0925851459777733,NA,NA,0.00694648579205832,NA,NA,NA,NA,0.0218239941101455,NA,NA,31587.7827806044,31648.799558079,0.00491828809465217,0.772282144046651,"Gamma(log)",10,-15783.8913903022,31587.8496702365,41.0371889774215,4.52642740385956e-11
"2106",3.99778992946125,"+",0.0591749205293994,NA,"+",NA,NA,NA,NA,0.0460212093816311,NA,0.0513847432607794,NA,NA,NA,NA,NA,NA,31587.8294517796,31654.9479070016,0.00595945838375912,0.777541807274163,"Gamma(log)",11,-15782.9147258898,31587.9097437504,41.0972624912465,4.39248979967643e-11
"400",4.0006697920857,"+",0.0673833349088305,0.0218391237448642,"+",0.0351306287851506,NA,NA,0.033360437912848,0.0482008633938636,NA,NA,NA,NA,NA,NA,NA,NA,31587.8468617869,31667.1686725038,0.00582321273054006,0.778776091233762,"Gamma(log)",13,-15780.9234308935,31587.9576347632,41.145153504076,4.28855871425396e-11
"1768",3.96581366228709,"+",NA,NA,"+",NA,"+",0.0949922070584597,NA,NA,0.0104494266414963,NA,NA,NA,NA,NA,0.0163905088247729,NA,31587.842605518,31673.2660939824,0.00586848001919494,0.776266630876336,"Gamma(log)",14,-15779.921302759,31587.9704593993,41.1579781401633,4.26114709177543e-11
"491",3.99294473587836,"+",0.0636661737653673,0.023940867618885,"+",NA,NA,NA,0.0337624294256127,NA,NA,NA,NA,NA,0.0746782837435268,NA,-0.0152052576967549,NA,31587.9697415408,31667.2915522577,0.00594571247606477,0.778638278568633,"Gamma(log)",13,-15780.9848707704,31588.0805145171,41.268033257933,4.03300128906104e-11
"789",4.00030534811181,"+",0.0605362795578951,0.0232290644981579,"+",NA,NA,NA,NA,0.0469895187178936,-0.000533544787418572,0.0500834113161992,NA,NA,NA,NA,NA,NA,31588.0072302359,31667.3290409528,0.00622536690617817,0.777787130134492,"Gamma(log)",13,-15781.003615118,31588.1180032122,41.3055219530725,3.95810940367727e-11
"1023",4.00001391577011,"+",0.0701974955637751,0.0229267190366824,NA,NA,NA,NA,0.0346273968466221,NA,0.016966954854202,0.064845206161939,NA,NA,NA,NA,NA,NA,31588.0561740161,31655.1746292381,0.00557147343732225,0.778659582153245,"Gamma(log)",11,-15783.0280870081,31588.1364659869,41.3239847277873,3.92173869689796e-11
"1803",4.0002977204236,"+",0.0714226345840248,0.0224695789845796,NA,NA,NA,NA,0.0344757323055394,NA,NA,0.0651454336989701,NA,NA,NA,NA,NA,NA,31588.1043410301,31649.1211185046,0.00549262726074449,0.778040095463872,"Gamma(log)",10,-15784.052170515,31588.1712306622,41.358749403058,3.85415876095628e-11
"798",3.99677831522984,"+",0.0583757361697721,0.0232027012677082,"+",NA,"+",NA,NA,0.0455676477112711,NA,0.0621131984571444,NA,NA,NA,NA,NA,NA,31588.0749926511,31679.6001588629,0.0067579053781196,0.77741948181661,"Gamma(log)",15,-15779.0374963255,31588.2211558667,41.4086746075627,3.75913982282527e-11
"120",3.99482251847305,"+",0.058272035649319,0.0235561330710278,"+",NA,NA,NA,0.033751704653993,NA,0.00939173411846944,NA,NA,0.0231117411797529,0.0576290153568719,NA,NA,NA,31588.1194954428,31673.5429839072,0.00614606089061532,0.777747037231518,"Gamma(log)",14,-15780.0597477214,31588.2473493241,41.4348680649491,3.71022837753355e-11
"1135",3.99532238115842,"+",0.0667471393801435,NA,NA,NA,"+",NA,0.034104941373471,NA,NA,NA,NA,0.023299355569046,0.0644395485220086,NA,NA,NA,31588.1563809454,31667.4781916623,0.00599696616742868,0.776761331620508,"Gamma(log)",13,-15781.0781904727,31588.2671539217,41.4546726625777,3.67366989272007e-11
"1826",4.00175141134532,"+",0.0687980486734568,NA,NA,0.0400754998726762,NA,NA,0.0334353256494464,NA,NA,NA,0.0405526602829854,NA,NA,NA,NA,NA,31588.2071271323,31649.2239046069,0.00534979480724952,0.777450174719409,"Gamma(log)",10,-15784.1035635662,31588.2740167644,41.4615355053138,3.66108558672715e-11
"1839",4.00164170992778,"+",0.0686493069916984,NA,NA,0.0407752038484574,NA,NA,0.0334741069200871,NA,NA,NA,NA,NA,NA,NA,NA,0.0400374999626918,31588.2144749284,31649.2312524029,0.00533591641227026,0.777572443541328,"Gamma(log)",10,-15784.1072374642,31588.2813645605,41.4688833013388,3.64765980923635e-11
"148",3.99121211024689,"+",0.0698079288534132,0.02552526649699,NA,NA,"+",NA,0.0344239333537984,NA,0.00826964164714414,NA,NA,NA,0.0802960654121132,NA,-0.0163423301904936,NA,31588.1571401685,31679.6823063803,0.00616085275622386,0.778815839351136,"Gamma(log)",15,-15779.0785700843,31588.3033033841,41.4908221249716,3.6078657841742e-11
"496",3.99371331326872,"+",0.063239721946683,0.0237476435954057,"+",NA,NA,NA,0.0337004458430724,NA,NA,NA,NA,NA,0.074895676275204,-0.0130444348365413,NA,NA,31588.2328582809,31667.5546689978,0.00596417813223031,0.778333631342486,"Gamma(log)",13,-15781.1164291404,31588.3436312571,41.5311499980126,3.53584555338358e-11
"153",3.99174695057124,"+",0.0692823224842412,0.0253452571415745,NA,NA,"+",NA,0.0344023347868404,NA,0.0107552132703987,NA,NA,NA,0.0806104301687293,-0.0153008298959876,NA,NA,31588.2227307252,31679.747896937,0.00617152389673543,0.778642936545452,"Gamma(log)",15,-15779.1113653626,31588.3688939408,41.5564126816935,3.49146396907665e-11
"1464",4.0007651110944,"+",0.0597987244443284,0.023476275816203,"+",NA,NA,NA,NA,NA,NA,0.0521602180090323,0.0422989740401364,NA,NA,NA,NA,NA,31588.2934541943,31661.5135871637,0.00602309777148322,0.77677250345706,"Gamma(log)",12,-15782.1467270971,31588.3883735736,41.575892314504,3.45762282183794e-11
"1511",4.00037172927372,"+",0.059440216744948,0.023482932158205,"+",NA,NA,NA,NA,NA,NA,0.0526556149344174,NA,NA,NA,NA,NA,0.0418633276198123,31588.3185313748,31661.5386643443,0.00599710964152225,0.776939274400491,"Gamma(log)",12,-15782.1592656874,31588.4134507542,41.6009694950626,3.41453977074224e-11
"2553",4.00320782456389,"+",0.0671533297556305,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0311740487712971,NA,0.0505691837908414,NA,NA,NA,31588.422269092,31643.3373688191,0.00526660199140733,0.776890804010687,"Gamma(log)",9,-15785.211134546,31588.4769803382,41.6644990790373,3.3077821681143e-11
"2897",3.99416661234244,"+",NA,NA,NA,NA,NA,0.0956279038320829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31588.4472734192,31631.1590176513,0.00456647815813034,0.771867632641169,"Gamma(log)",7,-15787.2236367096,31588.4812952904,41.6688140312399,3.300653399977e-11
"1483",4.00318293651164,"+",0.0649005385988559,0.0216591595076354,NA,0.0347694707248495,"+",NA,NA,NA,NA,NA,NA,NA,0.0621521725675426,NA,NA,NA,31588.4217272557,31667.7435379726,0.00620241006934007,0.77599373087935,"Gamma(log)",13,-15781.2108636279,31588.532500232,41.7200189728464,3.21722111138392e-11
"1108",3.99756645872761,"+",0.0707672576338296,NA,NA,NA,NA,NA,0.0341605534129176,NA,0.00929529962756889,NA,NA,NA,0.0713321445502278,-0.0139484653528547,NA,NA,31588.5096912287,31655.6281464507,0.00554371810929907,0.778506774720464,"Gamma(log)",11,-15783.2548456144,31588.5899831995,41.7775019403816,3.12606959271163e-11
"228",3.99167751910017,"+",0.056109461198421,NA,"+",0.0388041750967025,"+",NA,0.0335596187799183,NA,0.00949050367996336,NA,NA,NA,0.0626576436398998,NA,NA,NA,31588.4255160025,31686.0523599617,0.00675865111437442,0.77678774097997,"Gamma(log)",16,-15778.2127580012,31588.5912181042,41.7787368450809,3.12413998947688e-11
"2583",4.00306033174784,"+",0.0670766500951504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0509516341004651,NA,NA,0.0305272826157595,31588.5397886562,31643.4548883833,0.00524567218615724,0.77700064954861,"Gamma(log)",9,-15785.2698943281,31588.5944999024,41.7820186432909,3.11901779461592e-11
"1104",3.99715383281311,"+",0.0711649151121692,NA,NA,NA,NA,NA,0.0341778688173458,NA,0.00698083100661682,NA,NA,NA,0.0708483764180124,NA,-0.0142741346922134,NA,31588.5214848518,31655.6399400738,0.00553720685542307,0.778644928533837,"Gamma(log)",11,-15783.2607424259,31588.6017768226,41.7892955634379,3.10768999327498e-11
"2857",3.99612234196834,"+",NA,NA,NA,NA,NA,0.0945248068542229,NA,NA,NA,NA,NA,NA,NA,NA,0.0176893695534111,NA,31588.5733665768,31637.3867885565,0.00463393991251891,0.771442495406109,"Gamma(log)",8,-15786.2866832884,31588.6171222742,41.8046410150491,3.08393678253487e-11
"1861",3.99262363674058,"+",0.0686905389599134,NA,NA,NA,"+",NA,0.0342165882949735,NA,NA,NA,NA,NA,0.075113780244552,NA,NA,NA,31588.5659625884,31661.7860955579,0.00578988944921843,0.777736474720556,"Gamma(log)",12,-15782.2829812942,31588.6608819678,41.8484007086554,3.01719354670177e-11
"1134",3.99345349120686,"+",0.0582023019803533,NA,"+",NA,NA,NA,0.0334819419680018,NA,NA,NA,NA,0.0234216436276079,0.0592368099346897,NA,NA,NA,31588.5892046553,31661.8093376247,0.00590305098143169,0.777029106559803,"Gamma(log)",12,-15782.2946023276,31588.6841240346,41.8716427755171,2.98233358632498e-11
"1467",3.99855156710442,"+",0.0656467757482155,0.0260182006119411,NA,NA,"+",NA,NA,NA,NA,NA,0.0312375488801082,NA,0.0585781607970743,NA,NA,NA,31588.6249464203,31667.9467571372,0.00591459999663349,0.777000319852748,"Gamma(log)",13,-15781.3124732101,31588.7357193966,41.923238137435,2.90638021865454e-11
"2011",3.99322828684793,"+",NA,NA,NA,NA,"+",0.095064317742134,0.0300655131786719,NA,NA,NA,NA,NA,NA,0.0233518778826909,NA,NA,31588.6658304746,31661.8859634441,0.00529348475966175,0.77249517302756,"Gamma(log)",12,-15782.3329152373,31588.760749854,41.9482685948715,2.87023287343719e-11
"440",3.99321838759714,"+",0.0607632319887646,0.024119946510622,"+",NA,NA,NA,0.0338801860582238,NA,0.00852665000937986,NA,NA,NA,0.0678476251484464,NA,NA,NA,31588.6605806052,31667.9823913221,0.00591399197191582,0.778687495783732,"Gamma(log)",13,-15781.3302903026,31588.7713535814,41.958872322306,2.85505555948308e-11
"2675",3.99587962742906,"+",NA,NA,NA,NA,NA,0.0940309102090707,NA,NA,0.00639412834740143,NA,NA,NA,NA,0.0215983673219046,NA,NA,31588.7288226054,31643.6439223325,0.00475250661822339,0.771940898938175,"Gamma(log)",9,-15785.3644113027,31588.7835338516,41.9710525924384,2.83772072482525e-11
"1515",3.99828380600839,"+",0.0655584534074023,0.0260430155438729,NA,NA,"+",NA,NA,NA,NA,NA,NA,NA,0.0589349694485089,NA,NA,0.030725723372547,31588.6986854712,31668.0204961881,0.00589380071066119,0.777106544213297,"Gamma(log)",13,-15781.3493427356,31588.8094584475,41.9969771883807,2.8011747150723e-11
"2122",4.00718525266839,"+",0.0657032738058742,NA,NA,0.0366033704899657,NA,NA,NA,NA,0.00900215466058239,NA,NA,NA,0.0517783054248428,NA,NA,NA,31588.8005450688,31649.8173225433,0.005573688596292,0.776245015333196,"Gamma(log)",10,-15784.4002725344,31588.8674347009,42.0549534417842,2.72113954677844e-11
"2598",3.9948223331188,"+",NA,0.0201542911101093,NA,NA,NA,0.0930779753341314,NA,NA,0.0107717522776342,NA,NA,NA,NA,NA,NA,NA,31588.8243269564,31643.7394266835,0.00476750025641569,0.772661445470778,"Gamma(log)",9,-15785.4121634782,31588.8790382026,42.0665569434896,2.70539788185731e-11
"2063",4.00494113242363,"+",0.0660089444491767,0.0237701945996795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0224658770520462,0.0567814968587458,NA,NA,NA,31588.8722342833,31649.8890117579,0.00544059549200949,0.776392463754385,"Gamma(log)",10,-15784.4361171417,31588.9391239154,42.1266426563052,2.62532877634836e-11
"401",3.99964920193752,"+",0.0686693700746901,0.0220377989143797,NA,0.0375196373299205,"+",NA,0.0335870345562496,0.048467578412652,NA,NA,NA,NA,NA,NA,NA,NA,31588.8507392021,31674.2742276664,0.00588577629367629,0.778797986430384,"Gamma(log)",14,-15780.425369601,31588.9785930833,42.1661118242191,2.57402688094361e-11
"2237",3.99677420500143,"+",NA,0.0201669592882724,NA,NA,NA,0.0919649970649135,NA,NA,0.0108175384191796,NA,NA,NA,NA,NA,0.0177603073176063,NA,31588.9316299494,31649.948407424,0.00483647825952898,0.772243233394066,"Gamma(log)",10,-15784.4658149747,31588.9985195815,42.1860383224011,2.54850854382863e-11
"583",3.9848872480241,"+",0.0560760888309591,NA,"+",NA,"+",NA,0.0333936502257422,NA,NA,NA,0.0299347588814622,NA,0.0625447123412943,NA,NA,NA,31588.8857620783,31680.4109282901,0.00635536903447105,0.777769323641293,"Gamma(log)",15,-15779.4428810391,31589.0319252939,42.2194440347484,2.50629469946518e-11
"173",3.98939287765213,"+",0.0571735705536829,0.0240046143257624,"+",NA,"+",NA,0.0336574003483828,NA,NA,NA,NA,0.0227369937547375,0.0681620587037647,NA,NA,NA,31588.9249417825,31686.5517857418,0.00657118384521947,0.777050193145209,"Gamma(log)",16,-15778.4624708913,31589.0906438843,42.2781626251344,2.43378133282126e-11
"617",3.98446690798696,"+",0.0558400201000681,NA,"+",NA,"+",NA,0.0334295287691351,NA,NA,NA,NA,NA,0.0628687018867491,NA,NA,0.0294817614106783,31588.9457498026,31680.4709160144,0.00633555532753805,0.777890021767475,"Gamma(log)",15,-15779.4728749013,31589.0919130182,42.2794317590706,2.43223742548805e-11
"217",3.99159163081527,"+",0.0580880394097593,NA,"+",NA,"+",NA,0.0337022346074734,NA,0.00266997210295157,0.0665287929778314,0.0381603061499008,NA,NA,NA,NA,NA,31588.9784508002,31686.6052947595,0.00667456088536694,0.77724548105035,"Gamma(log)",16,-15778.4892254001,31589.1441529019,42.331671642798,2.36953004701788e-11
"245",3.99159437213321,"+",0.0580878369488248,NA,"+",NA,"+",NA,0.0337022982970016,NA,-0.000542100861223652,0.066529952305597,NA,NA,NA,NA,NA,0.0393208350935828,31588.9784516206,31686.6052955799,0.00667459445073837,0.777245997442259,"Gamma(log)",16,-15778.4892258103,31589.1441537224,42.3316724632532,2.36952907497149e-11
"1466",3.99760645904052,"+",0.057630070632894,0.024664354585882,"+",NA,NA,NA,NA,NA,NA,NA,0.0322844702670631,NA,0.0527005609488255,NA,NA,NA,31589.0582857607,31662.2784187301,0.00583803988340654,0.77725445341933,"Gamma(log)",12,-15782.5291428803,31589.15320514,42.3407238809232,2.35882950613116e-11
"2139",4.00528404777331,"+",0.0678152990434413,NA,NA,NA,NA,NA,NA,NA,-0.002571057367137,0.0514910371445101,NA,NA,NA,NA,NA,0.0414332606972561,31589.0879667944,31650.104744269,0.0054525248824904,0.776478210004668,"Gamma(log)",10,-15784.5439833972,31589.1548564265,42.3423751674018,2.35688275826696e-11
"2113",4.00527811860827,"+",0.0678152960837212,NA,NA,NA,NA,NA,NA,NA,0.000814174831840164,0.0514911040833033,0.0402097005067659,NA,NA,NA,NA,NA,31589.087967473,31650.1047449475,0.00545251348797532,0.776478766900935,"Gamma(log)",10,-15784.5439837365,31589.1548571051,42.3423758459576,2.35688195862886e-11
"2039",4.00504331836581,"+",0.0679052709686538,0.0218680590175641,NA,0.0345271733991534,NA,NA,NA,0.0481035714494377,NA,NA,NA,NA,NA,NA,NA,NA,31589.1642943584,31650.1810718329,0.00528785119077602,0.777976989561669,"Gamma(log)",10,-15784.5821471792,31589.2311839905,42.4187027313819,2.26862994039142e-11
"1525",4.00232520700081,"+",0.067606670230369,NA,NA,NA,"+",NA,NA,0.0438792486815707,0.000132332201623221,0.0605253350355201,NA,NA,NA,NA,NA,NA,31589.12106917,31668.4428798869,0.00605949000773543,0.777093012927121,"Gamma(log)",13,-15781.560534585,31589.2318421462,42.4193608870955,2.26788350733679e-11
"1263",3.99446155947229,"+",NA,0.0199284684362632,NA,NA,"+",0.0936722748323368,0.0300864168616349,NA,NA,NA,NA,NA,NA,NA,0.0197112654686655,NA,31589.1460117985,31668.4678225154,0.00535645547357914,0.772566536326397,"Gamma(log)",13,-15781.5730058992,31589.2567847747,42.4443035156,2.23977565466994e-11
"1514",3.99728184417207,"+",0.0573951944470439,0.0246719962081496,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053065997388992,NA,NA,0.0316718143383663,31589.1697235877,31662.3898565571,0.00581294720513363,0.777383797813851,"Gamma(log)",12,-15782.5848617938,31589.2646429671,42.4521617079408,2.23099262670262e-11
"1166",3.99094836226835,"+",0.070950936342564,NA,NA,NA,"+",NA,0.0342209950015143,NA,NA,NA,NA,NA,0.0813279487370534,NA,-0.0168202741360955,NA,31589.1548131956,31668.4766239125,0.00584698410792175,0.778167971183515,"Gamma(log)",13,-15781.5774065978,31589.2655861719,42.4531049127363,2.22994073328776e-11
"1482",4.00374791793524,"+",0.0590804660573549,0.0205493250306283,"+",0.0338769062237669,NA,NA,NA,NA,NA,NA,NA,NA,0.0570458223574348,NA,NA,NA,31589.1776037259,31662.3977366953,0.00610524218282081,0.775953094194988,"Gamma(log)",12,-15782.5888018629,31589.2725231053,42.4600418461268,2.22221965601216e-11
"1860",3.99165217446272,"+",0.0605672120566587,NA,"+",NA,NA,NA,0.0336174499084095,NA,NA,NA,NA,NA,0.0694623467388323,NA,NA,NA,31589.1981269267,31656.3165821487,0.00565305713507364,0.778025863472189,"Gamma(log)",11,-15783.5990634633,31589.2784188975,42.4659376383606,2.21567842948245e-11
"1073",3.99897600891564,"+",0.0661494269831158,NA,"+",0.0384493653547109,NA,NA,0.0332033644884828,0.0466466340831616,NA,NA,NA,NA,NA,NA,NA,NA,31589.185856643,31662.4059896124,0.00563085607847994,0.778401833656914,"Gamma(log)",12,-15782.5929283215,31589.2807760223,42.4682947632245,2.2130686523189e-11
"1010",3.99610746984939,"+",0.0717102487752084,0.0255567004161575,NA,NA,NA,NA,0.033438930712518,0.0629355112277827,-0.00548515973410421,NA,NA,NA,NA,NA,NA,NA,31589.2441687542,31656.3626239762,0.00533680430177988,0.78029882902858,"Gamma(log)",11,-15783.6220843771,31589.324460725,42.5119794658822,2.16525412115866e-11
"2528",4.00300951739895,"+",0.0679109696822309,0.0243029315476128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0667141483820681,NA,NA,NA,31589.2763637447,31644.1914634718,0.00521544348567622,0.777341326635677,"Gamma(log)",9,-15785.6381818723,31589.3310749909,42.5185937317401,2.15810516574368e-11
"504",3.98703238292763,"+",0.05941645317907,0.0246353898185891,"+",NA,"+",NA,0.0337969529283445,NA,NA,NA,NA,NA,0.0784422184236821,NA,NA,NA,31589.2187864859,31680.7439526977,0.00632544382568484,0.778003881597535,"Gamma(log)",15,-15779.609393243,31589.3649497015,42.5524684423726,2.12186038358816e-11
"804",4.00368991740573,"+",0.0664312763567085,0.0241127691629486,NA,NA,"+",NA,NA,NA,0.00214118457610706,0.0619017473215164,0.0392507775236148,NA,NA,NA,NA,NA,31589.3129205257,31674.7364089901,0.00617316197389057,0.776528224768793,"Gamma(log)",14,-15780.6564602629,31589.440774407,42.6282931478672,2.04292149865486e-11
"845",4.003692151219,"+",0.066431393147523,0.0241126101967344,NA,NA,"+",NA,NA,NA,-0.00116313941234618,0.0619018882024028,NA,NA,NA,NA,NA,0.0404449510777996,31589.312922243,31674.7364107074,0.00617317414979443,0.776528031922989,"Gamma(log)",14,-15780.6564611215,31589.4407761243,42.6282948651569,2.04291974451158e-11
"439",3.99801394394505,"+",0.069215223088948,0.0229004229193905,NA,NA,"+",NA,0.0347951913557768,NA,0.0169932361729692,0.0774447159343401,NA,NA,NA,NA,NA,NA,31589.3165160324,31674.7400044968,0.00604348019236088,0.778233800163053,"Gamma(log)",14,-15780.6582580162,31589.4443699137,42.6318886545487,2.03925212900485e-11
"1060",3.99934003602988,"+",0.0704398057312811,0.0224004905715691,NA,NA,"+",NA,0.0346438250244998,NA,NA,0.077808949425217,NA,NA,NA,NA,NA,NA,31589.354247007,31668.6760577239,0.0059806864365766,0.777610424391188,"Gamma(log)",13,-15781.6771235035,31589.4650199832,42.6525387240945,2.01830510532622e-11
"662",3.99333181292885,"+",NA,0.020523883827264,NA,NA,"+",0.0928646386118176,0.0302866051363859,NA,0.00712661101503674,NA,NA,NA,NA,0.0223910371284552,NA,NA,31589.3872920473,31674.8107805117,0.00546182674829533,0.773139204072374,"Gamma(log)",14,-15780.6936460237,31589.5151459286,42.7026646694867,1.96834901857459e-11
