"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(SelfR)","cond(InflowMPABR)","cond(CorridorIndegreeBR)","cond(InflowLR)","cond(IndegreeNeiBR)","cond(InflowBR)","cond(IndegreeBR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"651",5.78432225772377,"+",0.0344304215548112,0.0317557548994966,"+","+",-0.081921303017665,NA,NA,NA,-0.224053604190458,NA,NA,NA,NA,NA,-0.106788164797202,NA,NA,45840.3927284093,45938.0195723686,0.0541600767625944,0.43673846296202,"Gamma(log)",16,-22904.1963642047,45840.558430511,5.30886515320162,0.00317489315882204
"1555",5.79866553211206,"+",NA,0.0320147838429546,"+","+",-0.0805951865760555,NA,NA,NA,-0.226255661989634,NA,NA,NA,-0.0966464785434664,NA,NA,NA,NA,45840.4185672941,45931.9437335059,0.0524444462651883,0.431745580388118,"Gamma(log)",15,-22905.2092836471,45840.5647305097,5.31516515184921,0.00316490798242456
"1388",5.77950703323899,"+",0.0346332922770469,0.028671983436741,"+",NA,-0.0786601430951946,NA,NA,NA,-0.19530032811657,NA,NA,NA,NA,NA,-0.108252594290694,NA,NA,45840.5164295907,45919.8382403076,0.0530155988924785,0.435698212905738,"Gamma(log)",13,-22907.2582147953,45840.627202567,5.37763720911607,0.00306757685856674
"1214",5.80641016147758,"+",NA,NA,"+","+",NA,-0.0603771048939753,NA,NA,-0.229158582884909,-0.0190636524080528,NA,NA,NA,NA,-0.111957944949532,NA,NA,45840.510991285,45932.0361574969,0.0528035039046857,0.417678734848863,"Gamma(log)",15,-22905.2554956425,45840.6571545006,5.40758914279286,0.00302197921586629
"1264",5.8064050615207,"+",NA,NA,"+","+",NA,-0.0603770989550016,NA,NA,-0.229158828494896,-0.00963829662161663,NA,NA,NA,NA,NA,NA,-0.115364005503794,45840.5109924813,45932.0361586932,0.0528034057507704,0.417678979871618,"Gamma(log)",15,-22905.2554962407,45840.6571556969,5.40759033909126,0.00302197740827238
"1029",5.79868727129988,"+",0.0145622383607157,NA,"+","+",NA,-0.0596063236840937,NA,NA,-0.227595059654831,NA,NA,NA,NA,NA,NA,NA,-0.121824600730902,45840.5289659364,45932.0541321482,0.0534402208407974,0.418685117833942,"Gamma(log)",15,-22905.2644829682,45840.675129152,5.4255637941169,0.00299494138539471
"3964",5.79049236658868,"+",NA,NA,"+",NA,NA,NA,NA,NA,-0.203226349063382,NA,NA,NA,NA,NA,NA,NA,-0.11897912277322,45840.6377280974,45901.654505572,0.0505378015396447,0.425706237744789,"Gamma(log)",10,-22910.3188640487,45840.7046177295,5.45505237167527,0.00295110705187505
"701",5.8011514293309,"+",NA,0.0310029020081897,"+","+",-0.0784473377040286,NA,NA,NA,-0.227177492999971,-0.0170633923783339,NA,NA,NA,NA,-0.0968019107669323,NA,NA,45840.5494109604,45938.1762549197,0.0526714883731489,0.434530518129214,"Gamma(log)",16,-22904.2747054802,45840.7151130622,5.46554770432704,0.00293566118958621
"717",5.80114654843295,"+",NA,0.0310031460391591,"+","+",-0.0784468481170095,NA,NA,NA,-0.227179391154163,-0.00891388701275605,NA,NA,NA,NA,NA,NA,-0.0997478909575734,45840.5494114423,45938.1762554016,0.0526720695187281,0.434527796860155,"Gamma(log)",16,-22904.2747057212,45840.7151135441,5.46554818624281,0.00293566048221558
"2511",5.79409917125549,"+",NA,0.0289170774822926,"+",NA,-0.0773366861970637,NA,NA,NA,-0.197168297405063,NA,NA,NA,-0.097373108624757,NA,NA,NA,NA,45840.7125812005,45913.9327141699,0.0512669637914968,0.430594668470237,"Gamma(log)",12,-22908.3562906002,45840.8075005799,5.55793522201566,0.00280313643773117
"1596",5.79554824835838,"+",NA,0.0279429758109516,"+",NA,-0.0751863161671995,NA,NA,NA,-0.198249809314894,-0.00796973929080922,NA,NA,NA,NA,NA,NA,-0.101539433847023,45840.7092666624,45920.0310773793,0.0515610063616029,0.433497251903147,"Gamma(log)",13,-22907.3546333312,45840.8200396386,5.57047428077931,0.00278561706796142
"1558",5.79554813161601,"+",NA,0.0279432966648465,"+",NA,-0.0751867620204233,NA,NA,NA,-0.198250302342573,-0.0162660023860626,NA,NA,NA,NA,-0.0985408005772257,NA,NA,45840.7092667171,45920.031077434,0.0515609768169731,0.433498237299212,"Gamma(log)",13,-22907.3546333586,45840.8200396934,5.57047433553089,0.00278561699170296
"2046",5.80339691922331,"+",NA,NA,"+","+",NA,-0.0599746492259739,NA,NA,-0.228171473743637,NA,NA,NA,-0.112545558948536,NA,NA,NA,NA,45840.7833209531,45926.2068094175,0.0525407620198106,0.414171125538074,"Gamma(log)",14,-22906.3916604766,45840.9111748344,5.66160947654134,0.0026615317937056
"3902",5.7891338083664,"+",NA,NA,"+",NA,NA,NA,NA,NA,-0.202286664263575,NA,NA,NA,NA,NA,-0.118599586614699,NA,NA,45840.9360864065,45901.952863881,0.0506032576158451,0.4256812086962,"Gamma(log)",10,-22910.4680432032,45841.0029760386,5.75341068073612,0.00254212721624941
"974",5.79766781481528,"+",0.0124053042835259,NA,"+","+",NA,-0.0595164736221442,NA,NA,-0.226721044254305,NA,NA,NA,NA,NA,-0.120901069503368,NA,NA,45840.8999370153,45932.4251032271,0.0534180819332161,0.418553535051762,"Gamma(log)",15,-22905.4499685077,45841.0461002309,5.79653487306496,0.00248790034815413
"3580",5.79650834629616,"+",NA,NA,"+","+",NA,NA,NA,NA,-0.229959410170129,NA,NA,NA,NA,NA,NA,NA,-0.119511342526,45841.07902963,45920.4008403469,0.0516304458397431,0.426485335843594,"Gamma(log)",13,-22907.539514815,45841.1898026063,5.9402372484401,0.00231541267593515
"1503",5.78026432875584,"+",0.0365059722155243,NA,"+",NA,-0.0743385647775044,NA,NA,NA,-0.194022507143519,-0.0100517868613141,NA,NA,NA,NA,NA,NA,-0.105903528847466,45841.0916965662,45920.4135072831,0.0530731647940351,0.434552441668617,"Gamma(log)",13,-22907.5458482831,45841.2024695425,5.95290418461082,0.00230079442462665
"1464",5.78025860766835,"+",0.0365069725721514,NA,"+",NA,-0.0743388425414229,NA,NA,NA,-0.194022404860104,-0.0187047743603797,NA,NA,NA,NA,-0.102775792061323,NA,NA,45841.0916987544,45920.4135094714,0.0530728859863522,0.434554679233043,"Gamma(log)",13,-22907.5458493772,45841.2024717307,5.95290637286962,0.00230079190726119
"5",5.80008460130471,"+",0.0275937855113205,0.0321866625573416,"+","+",-0.0827199207531762,-0.059609615506854,NA,NA,-0.225825658721734,-0.0228740051771209,NA,NA,-0.0900941929464188,NA,NA,NA,NA,45841.0829716824,45950.9131711365,0.0546802911289674,0.424894748063657,"Gamma(log)",18,-22902.5414858412,45841.2914447089,6.04187935102527,0.00220068105321778
"1638",5.80167808737495,"+",NA,NA,"+","+",-0.0753784094969763,NA,NA,NA,-0.224213410220502,-0.0203345687647678,NA,NA,-0.090793068807079,NA,NA,NA,NA,45841.1594670278,45932.6846332396,0.0523929988140556,0.43047029462013,"Gamma(log)",15,-22905.5797335139,45841.3056302434,6.05606488551712,0.00218512735929556
"676",5.78641830113705,"+",0.0362895490786393,NA,"+","+",-0.076860306160619,NA,NA,NA,-0.221891515442075,-0.0195470539442775,NA,NA,NA,NA,-0.101524241444027,NA,NA,45841.1594940696,45938.7863380288,0.0541856778141971,0.43545076076475,"Gamma(log)",16,-22904.5797470348,45841.3251961713,6.07563081345143,0.00216385456224107
"692",5.78644422313777,"+",0.0362878436975647,NA,"+","+",-0.0768623540108359,NA,NA,NA,-0.221892260150193,-0.0109997460295019,NA,NA,NA,NA,NA,NA,-0.104612414780114,45841.1594947945,45938.7863387538,0.0541849786795735,0.435455410739335,"Gamma(log)",16,-22904.5797473973,45841.3251968962,6.07563153839874,0.00216385377790093
"2663",5.79578582898238,"+",NA,NA,"+",NA,-0.0728461371459747,NA,NA,NA,-0.196048491544939,-0.019712520252282,NA,NA,-0.0912251672606924,NA,NA,NA,NA,45841.2500984267,45914.4702313962,0.0512511965455691,0.429474216526593,"Gamma(log)",12,-22908.6250492134,45841.3450178061,6.09545244825131,0.002142514916135
"39",5.79448387002831,"+",0.0274257296610937,0.0291444110688324,"+",NA,-0.0796686644291322,-0.0602459014157619,NA,NA,-0.196833020244202,-0.0222866818968625,NA,NA,-0.0909679437232532,NA,NA,NA,NA,45841.3214919633,45932.8466581752,0.053551127041808,0.423724501489196,"Gamma(log)",15,-22905.6607459817,45841.4676551789,6.21808982108632,0.00201508554193627
"1460",5.78675315663648,"+",0.0280706317012647,NA,"+","+",-0.0783790198254948,NA,NA,NA,-0.220902181693171,NA,NA,NA,-0.101162518474871,NA,NA,NA,NA,45841.3293833515,45932.8545495633,0.053652190823698,0.432053486021641,"Gamma(log)",15,-22905.6646916757,45841.475546567,6.22598120920156,0.0020071502962088
"2352",5.78176717340798,"+",0.0282433021917313,NA,"+",NA,-0.0758402433711659,NA,NA,NA,-0.19287834632633,NA,NA,NA,-0.101391171558421,NA,NA,NA,NA,45841.3874651295,45914.607598099,0.0524740390410996,0.431046082591669,"Gamma(log)",12,-22908.6937325648,45841.4823845089,6.23281915107509,0.00200029962547574
"3523",5.79467772700011,"+",NA,NA,"+","+",NA,NA,NA,NA,-0.229015906320391,NA,NA,NA,NA,NA,-0.119001659217645,NA,NA,45841.4012063127,45920.7230170296,0.0516996952097766,0.426458877076572,"Gamma(log)",13,-22907.7006031563,45841.511979289,6.26241393111559,0.00197091833111169
"864",5.79296865776894,"+",0.0154048877682993,0.0189592382234138,"+",NA,NA,-0.0600343859528208,NA,NA,-0.203412092113886,NA,NA,NA,NA,NA,NA,NA,-0.120650252055294,45841.5534542529,45920.8752649698,0.0522527955936193,0.418419114070148,"Gamma(log)",13,-22907.7767271264,45841.6642272291,6.4146618712839,0.00182645261155975
"1058",5.8004955653233,"+",NA,0.0188468906739509,"+",NA,NA,-0.0608262795478644,NA,NA,-0.20478294395623,-0.0180241621765842,NA,NA,NA,NA,-0.111200503374592,NA,NA,45841.5671747714,45920.8889854883,0.0516219971720135,0.417398764287008,"Gamma(log)",13,-22907.7835873857,45841.6779477477,6.42838238984405,0.0018139655542803
"1120",5.80049847741538,"+",NA,0.0188469816064566,"+",NA,NA,-0.0608257316067924,NA,NA,-0.204783449651703,-0.00866224785271419,NA,NA,NA,NA,NA,NA,-0.114584144152503,45841.5671755103,45920.8889862272,0.0516219219152952,0.417399714986896,"Gamma(log)",13,-22907.7835877552,45841.6779484866,6.42838312873937,0.00181396488411509
"2033",5.80123312064717,"+",NA,NA,"+",NA,NA,-0.0608800833829218,NA,NA,-0.203631423151847,-0.0214545847669228,NA,NA,-0.10290212166176,NA,NA,NA,NA,45841.8244803279,45915.0446132973,0.0513049841601359,0.413438627692769,"Gamma(log)",12,-22908.9122401639,45841.9193997073,6.6698343494063,0.00160767555787998
"798",5.79243535807627,"+",0.0133032086128912,0.0189939970544916,"+",NA,NA,-0.0599470685208403,NA,NA,-0.202543167866932,NA,NA,NA,NA,NA,-0.119860232156861,NA,NA,45841.8990085621,45921.220819279,0.0522283476583816,0.418294651082151,"Gamma(log)",13,-22907.949504281,45842.0097815383,6.76021618047525,0.00153664038841075
"1891",5.79863542980311,"+",NA,0.0196287877199952,"+",NA,NA,-0.0604397580680172,NA,NA,-0.203802315152583,NA,NA,NA,-0.110699188240817,NA,NA,NA,NA,45841.9156845383,45915.1358175077,0.0512776430690882,0.413846293473063,"Gamma(log)",12,-22908.9578422691,45842.0106039176,6.76103855979454,0.00153600866765987
"958",5.79340254433812,"+",0.0165145635022603,NA,"+",NA,NA,-0.0602105362822359,NA,NA,-0.20212701639248,-0.00961383671983479,NA,NA,NA,NA,NA,NA,-0.11678703400633,45841.9023286575,45921.2241393744,0.0523626499967381,0.417875650055537,"Gamma(log)",13,-22907.9511643287,45842.0131016338,6.76353627591016,0.00153409160817515
"897",5.7934017222114,"+",0.0165148535494272,NA,"+",NA,NA,-0.0602104578096889,NA,NA,-0.20212693000814,-0.0191559123293086,NA,NA,NA,NA,-0.113338125745258,NA,NA,45841.9023309693,45921.2241416862,0.0523625784810513,0.417875956023629,"Gamma(log)",13,-22907.9511654847,45842.0131039456,6.76353858774382,0.00153408983489386
"699",5.8025199333727,"+",NA,0.0318607852126698,"+","+",-0.0801008254011132,NA,NA,NA,-0.228477627515119,-0.0201234261337687,NA,NA,-0.0886488385232083,NA,NA,NA,NA,45841.9152034969,45939.5420474561,0.0522942386386475,0.431831952189479,"Gamma(log)",16,-22904.9576017484,45842.0809055986,6.83134024074388,0.00148295458246623
"479",5.80683891397912,"+",NA,0.0210790484950302,"+","+",NA,-0.0602953492719323,NA,NA,-0.232184551773336,-0.0190086352301852,NA,NA,NA,NA,-0.111054782213366,NA,NA,45841.9441541492,45939.5709981085,0.0526459095380426,0.418230431056602,"Gamma(log)",16,-22904.9720770746,45842.1098562509,6.86029089309159,0.00146164294972818
"528",5.80683906271788,"+",NA,0.0210785672350824,"+","+",NA,-0.0602957180335933,NA,NA,-0.232184041547862,-0.00965884343554335,NA,NA,NA,NA,NA,NA,-0.114433702870642,45841.9441550649,45939.5709990241,0.0526460783322515,0.418230274033901,"Gamma(log)",16,-22904.9720775324,45842.1098571666,6.86029180874903,0.00146164228054622
"183",5.7866758467597,"+",0.0379005327007829,0.0317058124741891,"+","+",-0.0817432310155686,NA,NA,NA,-0.226107571199487,-0.0194952596759968,NA,NA,NA,NA,-0.0992919824938098,NA,NA,45841.9289904674,45945.6575121741,0.0541229155993049,0.436784589253207,"Gamma(log)",17,-22903.9644952337,45842.115462131,6.86589677318261,0.00145755178849049
"199",5.78667796206939,"+",0.0379016418412945,0.031706263727956,"+","+",-0.0817432250853058,NA,NA,NA,-0.226107501870876,-0.0111358562462989,NA,NA,NA,NA,NA,NA,-0.102313150057833,45841.9289906487,45945.6575123554,0.0541227556496872,0.436787765690704,"Gamma(log)",17,-22903.9644953243,45842.1154623123,6.86589695442672,0.00145755165640416
"366",5.79893143159749,"+",0.0150341180043183,0.0211864952251137,"+","+",NA,-0.0595040955710779,NA,NA,-0.230620226810216,NA,NA,NA,NA,NA,NA,NA,-0.120955133092841,45841.9563916851,45939.5832356444,0.0532916715776751,0.419251233946432,"Gamma(log)",16,-22904.9781958425,45842.1220937868,6.87252842897578,0.0014527268014436
"590",5.78695126353226,"+",0.0299008841014619,0.0326309831273637,"+","+",-0.0833934194849539,NA,NA,NA,-0.225235427377836,NA,NA,NA,-0.0990233496493748,NA,NA,NA,NA,45842.0266070454,45939.6534510046,0.0535954658722858,0.433504676665576,"Gamma(log)",16,-22905.0133035227,45842.1923091471,6.94274378926639,0.00140260982645462
"632",5.78087699714892,"+",0.0379729192615134,0.0286493424371552,"+",NA,-0.07855148888282,NA,NA,NA,-0.197240998835902,-0.0101890282810352,NA,NA,NA,NA,NA,NA,-0.104088173967279,45842.0880171084,45927.5115055727,0.0529897283222057,0.435764262957887,"Gamma(log)",14,-22907.0440085542,45842.2158709897,6.96630563180952,0.00138618274359201
"593",5.78088035535459,"+",0.0379737387767194,0.0286500648552822,"+",NA,-0.0785512143913584,NA,NA,NA,-0.197240398913735,-0.0186929983892366,NA,NA,NA,NA,-0.101014987649968,NA,NA,45842.0880197931,45927.5115082575,0.0529898700538989,0.435761241121788,"Gamma(log)",14,-22907.0440098965,45842.2158736744,6.96630831652874,0.00138618088283753
"3410",5.79113225714186,"+",NA,0.0190444823477429,"+",NA,NA,NA,NA,NA,-0.205617003814773,NA,NA,NA,NA,NA,NA,NA,-0.118260918408419,45842.1771807056,45909.2956359276,0.0503793174524737,0.426187107905124,"Gamma(log)",11,-22910.0885903528,45842.2574726764,7.00790731852612,0.00135764678833656
"1203",5.80779815077323,"+",NA,NA,"+","+",NA,-0.0603630843612872,NA,NA,-0.230580869855966,-0.0222459206293293,NA,NA,-0.103854374740019,NA,NA,NA,NA,45842.1606873785,45933.6858535904,0.0523819117642025,0.41428963440823,"Gamma(log)",15,-22906.0803436893,45842.3068505941,7.05728523628204,0.00132453829150882
"1052",5.80385001673507,"+",NA,0.0218971154451406,"+","+",NA,-0.0598922169367022,NA,NA,-0.231311904511051,NA,NA,NA,-0.11169193429882,NA,NA,NA,NA,45842.1716175955,45933.6967838074,0.0523716425145973,0.414764776909803,"Gamma(log)",15,-22906.0858087978,45842.3177808111,7.06821545328421,0.00131731929031202
"1548",5.7969473165272,"+",NA,0.0287949062935026,"+",NA,-0.0769125387344464,NA,NA,NA,-0.199310063157525,-0.019557886389479,NA,NA,-0.089549260287299,NA,NA,NA,NA,45842.2350406544,45921.5568513713,0.0511360504920515,0.430703133826288,"Gamma(log)",13,-22908.1175203272,45842.3458136306,7.09624827279185,0.00129898400100421
"1232",5.82020879141933,"+",NA,NA,"+",NA,-0.0869524912176649,-0.0601519445087837,0.0647099625389722,NA,-0.228249198014704,-0.0472254792520495,NA,NA,NA,NA,NA,NA,NA,45842.2619441999,45921.5837549168,0.053299740809558,0.419170089423911,"Gamma(log)",13,-22908.1309721,45842.3727171762,7.12315181834128,0.0012816273638772
"1306",5.78237688158704,"+",0.0299079455328115,0.0295332261741137,"+",NA,-0.0801823719365129,NA,NA,NA,-0.196204634650161,NA,NA,NA,-0.0997272005183536,NA,NA,NA,NA,45842.3218193204,45921.6436300373,0.0523991021739435,0.432336286288655,"Gamma(log)",13,-22908.1609096602,45842.4325922967,7.18302693885926,0.0012438272127726
"1743",5.79515059540515,"+",0.0071186002532985,NA,"+",NA,NA,-0.0602023946008386,NA,NA,-0.201170196508277,NA,NA,NA,-0.112070280214015,NA,NA,NA,NA,45842.3835625523,45915.6036955217,0.051694824686509,0.413716944490853,"Gamma(log)",12,-22909.1917812761,45842.4784819316,7.22891657380387,0.00121561275007238
"310",5.79792762237214,"+",0.0128980947312563,0.0212387129444402,"+","+",NA,-0.05941552431871,NA,NA,-0.229760814200198,NA,NA,NA,NA,NA,-0.120027173345643,NA,NA,45842.3245974964,45939.9514414557,0.0532680088604435,0.419121781422126,"Gamma(log)",16,-22905.1622987482,45842.4902995982,7.24073424031667,0.0012084510764326
"3260",5.78181557744354,"+",0.0217929027386434,NA,"+",NA,NA,NA,NA,NA,-0.202673689215833,NA,NA,NA,NA,NA,NA,NA,-0.121551425550174,45842.4316281335,45909.5500833555,0.0513843335837408,0.426967836465923,"Gamma(log)",11,-22910.2158140667,45842.5119201043,7.26235474645364,0.0011954577714675
"3340",5.78978514913652,"+",NA,0.0190881098214516,"+",NA,NA,NA,NA,NA,-0.204687097583838,NA,NA,NA,NA,NA,-0.117876053705142,NA,NA,45842.4734309205,45909.5918861425,0.0504417938720739,0.426158118609684,"Gamma(log)",11,-22910.2367154602,45842.5537228913,7.30415753344278,0.00117073035710078
"387",5.80013019686364,"+",0.0162772173521245,NA,"+","+",NA,-0.059705497725642,NA,NA,-0.228820682374527,-0.0201556077936827,NA,NA,NA,NA,-0.113403888448515,NA,NA,45842.3976801147,45940.024524074,0.0533969265682123,0.418655205622506,"Gamma(log)",16,-22905.1988400573,45842.5633822164,7.31381685858651,0.00116508975657618
"435",5.80012950269552,"+",0.0162797674255229,NA,"+","+",NA,-0.059707489588495,NA,NA,-0.228820492324351,-0.0106085195316457,NA,NA,NA,NA,NA,NA,-0.116854345732904,45842.397682534,45940.0245264933,0.0533967530200176,0.418654981352983,"Gamma(log)",16,-22905.198841267,45842.5633846358,7.3138192779079,0.00116508834721374
"2657",5.79695790695699,"+",NA,0.0212917811475825,"+","+",NA,NA,NA,NA,-0.233006649334372,NA,NA,NA,NA,NA,NA,NA,-0.118583114335026,45842.5015101329,45927.9249985972,0.051467211403891,0.427007411154458,"Gamma(log)",14,-22907.2507550664,45842.6293640142,7.37979865631496,0.00112727952434697
"565",5.82450991339214,"+",NA,NA,"+","+",-0.0900803804396424,-0.059662810159879,0.0610680670697402,NA,-0.254592081910344,-0.0471812906872557,NA,NA,NA,NA,NA,NA,NA,45842.4706737903,45940.0975177495,0.0542158417315755,0.420171151367032,"Gamma(log)",16,-22905.2353368951,45842.636375892,7.38681053415348,0.00112333427113918
"3445",5.79168473036683,"+",NA,NA,"+",NA,NA,NA,NA,NA,-0.204131945698873,-0.0171375622293566,NA,NA,NA,NA,-0.111785491604681,NA,NA,45842.5672773437,45909.6857325657,0.050457549864978,0.425640049301325,"Gamma(log)",11,-22910.2836386719,45842.6475693145,7.39800395670318,0.00111706485398215
"3507",5.79168662575216,"+",NA,NA,"+",NA,NA,NA,NA,NA,-0.204130060696755,-0.0077262478824646,NA,NA,NA,NA,NA,NA,-0.115186830568866,45842.567277741,45909.685732963,0.0504574334485642,0.425640272059709,"Gamma(log)",11,-22910.2836388705,45842.6475697118,7.39800435394864,0.0011170646321077
"3195",5.7812729950748,"+",0.0197060944517588,NA,"+",NA,NA,NA,NA,NA,-0.201785806349554,NA,NA,NA,NA,NA,-0.120818273029649,NA,NA,45842.7671801424,45909.8856353644,0.0513675603405992,0.426822858940891,"Gamma(log)",11,-22910.3835900712,45842.8474721132,7.59790675539261,0.001010811203149
"674",5.78935038595043,"+",0.0324184847628239,NA,"+","+",-0.0782147930138518,NA,NA,NA,-0.223250610444978,-0.0225751939289847,NA,NA,-0.092561860834025,NA,NA,NA,NA,45842.7044108916,45940.3312548509,0.0536426834971693,0.4323808288762,"Gamma(log)",16,-22905.3522054458,45842.8701129934,7.62054763553897,0.000999432900706693
"1453",5.7832761919727,"+",0.0324778562822157,NA,"+",NA,-0.0757470056953593,NA,NA,NA,-0.195141978149068,-0.0219478783009397,NA,NA,-0.0929697217352567,NA,NA,NA,NA,45842.7943185479,45922.1161292648,0.0524794970620021,0.431387059972944,"Gamma(log)",13,-22908.3971592739,45842.9050915241,7.65552616627247,0.000982105516762613
"889",5.80067372601856,"+",0.00685739736656782,NA,"+","+",NA,-0.0596795565296416,NA,NA,-0.227991359965359,NA,NA,NA,-0.113252724882796,NA,NA,NA,NA,45842.7628243579,45934.2879905697,0.052790489647161,0.4145722023376,"Gamma(log)",15,-22906.3814121789,45842.9089875735,7.65942221563455,0.000980194213214233
