"","X","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","Indegree","ModelMode","btwdegree","Inflow","Outdegree","InflowLR","SelfR","Larval_behaviour","FE","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR"
"3008",3008,"V10478","sw_pacific","new_caledonia","new_caledonia_2",26.18471463,142.026,0.629343304,5,"Restricted",311.634362,20,"transi35",16767.3257940495,296,33,296,0,"active","transi",0,0,0,0,0,0,0,0
"3009",3009,"V10513","sw_pacific","new_caledonia","new_caledonia_1",26.05786634,156.323,1.020673114,11,"Restricted",307.5213714,54,"transi35",481.22996542244,3904,15,3992,88,"active","transi",0,0,0,0,0,0,0,0
"3010",3010,"V10543","sw_pacific","new_caledonia","new_caledonia_6",25.86883296,96.901,5.978511005,0,"Fished",31.1682725,8,"transi35",5341.77562155744,88,32,88,0,"active","transi",0,0,0,0,0,0,0,0
"3011",3011,"V10549","central_pacific","niue","niue_1",26.64775405,95.536,35.29592494,0,"Fished",404.6782482,5,"transi35",1196.16692782704,96,25,96,0,"active","transi",0,0,0,0,0,0,0,0
"3012",3012,"V10587","central_pacific","tonga","tonga_2",25.97714345,87.83,0.723435024,0,"Fished",215.0916064,11,"transi35",3067.93309185366,112,25,112,0,"active","transi",0,0,0,0,0,0,0,0
"3013",3013,"V10598","central_pacific","tonga","tonga_7",25.92717357,147.542,7.603968166,0,"Fished",205.3941372,39,"transi35",4927.40073256287,832,12,832,0,"active","transi",0,0,0,0,0,0,0,0
"3014",3014,"V10609","central_pacific","tonga","tonga_8",25.70779242,83.3,43.37380658,0,"Fished",226.4487803,8,"transi35",3014.81383259959,80,23,80,0,"active","transi",0,0,0,0,0,0,0,0
"3015",3015,"V10619","central_pacific","tonga","tonga_3",25.91113305,140.111,0.912890815,0,"Fished",430.1842233,12,"transi35",6223.34458137247,120,22,120,0,"active","transi",0,0,0,0,0,0,0,0
"3016",3016,"V10642","central_pacific","tonga","tonga_4",26.55343314,169.5,9.637179249,0,"Fished",325.8606815,14,"transi35",1041.15096523886,144,15,144,0,"active","transi",0,0,0,0,0,0,0,0
"3017",3017,"V10644","central_pacific","tonga","tonga_11",26.55757882,151.723,13.96639455,0,"Fished",50.39981213,18,"transi35",1772.41300505355,240,12,240,0,"active","transi",0,0,0,0,0,0,0,0
"3018",3018,"V10842","sw_atlantic","santa_catarina","santa_catarina_1",22.26363588,34.835,269.533681,19,"Restricted",88.83822906,17,"transi35",9346.8748542098,416,17,440,24,"active","transi",0,0,0,0,0,0,0,0
"3019",3019,"V10843","sw_atlantic","santa_catarina","santa_catarina_3",22.30991188,27.791,326.1445974,19,"Restricted",107.4861895,9,"transi35",1310.54463470491,216,18,240,24,"active","transi",0,0,0,0,0,0,0,0
"3020",3020,"V10844","sw_atlantic","santa_catarina","santa_catarina_4",21.95692995,26.716,253.218654,19,"Restricted",31.69254448,10,"transi35",444.23206798533,128,10,128,0,"active","transi",0,0,0,0,0,0,0,0
"3021",3021,"V10845","eastern_atlantic","cverde","cverde_1",24.13931764,28.606,10.60280489,0,"Fished",275.8589295,1,"transi35",0,0,13,240,240,"active","transi",0,0,0,0,0,0,0,0
"3022",3022,"V1130","polynesian","cook_islands_sp","cook_islands_sp_1",28.39715436,84.018,0.000161209,2,"Restricted",358.8420184,0,"transi35",0,0,3,0,0,"active","transi",0,0,0,0,0,0,0,0
"3023",3023,"V11490","central_iwp","pulau_naira","pulau_naira_1",28.55016913,183.038,132.9532289,0,"Fished",519.5839125,26,"transi35",914.292194756349,680,10,688,8,"active","transi",0,0,0,0,0,0,0,0
"3024",3024,"V1170","central_pacific","samoa","samoa_4",28.26729949,69.896,4.900748768,0,"Fished",54.29437089,2,"transi35",712.675977567233,16,7,16,0,"active","transi",0,0,0,0,0,0,0,0
"3025",3025,"V1173","central_pacific","rose_atoll","rose_atoll_1",28.17118226,106.679,0.240674063,10,"Restricted",271.1308743,4,"transi35",56365.1114979713,72,11,72,0,"active","transi",0,0,0,0,0,0,0,0
"3026",3026,"V1174","central_pacific","samoa","samoa_2",28.26368228,59.1,9.619699536,0,"Fished",52.92180559,5,"transi35",15592.1683056502,216,9,216,0,"active","transi",0,0,0,0,0,0,0,0
"3027",3027,"V1175","central_pacific","samoa","samoa_8",28.25949554,54.5,1211.681489,0,"Fished",75.44278217,6,"transi35",19663.3842383676,168,10,168,0,"active","transi",0,0,0,0,0,0,0,0
"3028",3028,"V1176","central_pacific","samoa","samoa_3",28.28596323,118.779,1.221461016,0,"Fished",225.0891548,5,"transi35",10.6166666666667,128,3,128,0,"active","transi",0,0,0,0,0,0,0,0
"3029",3029,"V1177","central_pacific","samoa","samoa_1",28.26298679,99.824,10.47139258,0,"Fished",42.78363041,3,"transi35",1247.75427942933,48,14,48,0,"active","transi",0,0,0,0,0,0,0,0
"3030",3030,"V1182","central_pacific","samoa","samoa_7",28.40360835,100.877,980.1064202,0,"Fished",75.35971589,18,"transi35",17336.8042347817,288,16,288,0,"active","transi",0,0,0,0,0,0,0,0
"3031",3031,"V12232","central_iwp","flores","flores_1",28.88005412,208.533,35.68614418,0,"Fished",172.8366949,42,"transi35",37546.2750567096,552,53,552,0,"active","transi",0,0,0,0,0,0,0,0
"3032",3032,"V1271","easter","salaz_y_gomez","salaz_y_gomez_1",22.36693817,23.212,0.002425095,9,"Closed",189.613369,60,"transi35",10010.6577191179,704,17,704,0,"active","transi",0,0,0,0,0,0,0,0
"3033",3033,"V1272","easter","rapa_nui","rapa_nui_4",22.63233521,17.655,53.25406974,1,"Restricted",24.00467111,76,"transi35",12452.2659490858,1168,18,1168,0,"active","transi",0,0,0,0,0,0,0,0
"3034",3034,"V1272","easter","rapa_nui","rapa_nui_1",22.66947101,22.769,102.6973812,1,"Restricted",61.09723571,76,"transi35",12452.2659490858,1168,18,1168,0,"active","transi",0,0,0,0,0,0,0,0
"3035",3035,"V1273","easter","rapa_nui","rapa_nui_2",22.65680124,21.543,7.845622948,1,"Restricted",62.23944474,59,"transi35",38135.8388312035,680,30,680,0,"active","transi",0,0,0,0,0,0,0,0
"3036",3036,"V1274","easter","rapa_nui","rapa_nui_3",22.64377003,23.106,2484.81206,1,"Restricted",56.36786252,59,"transi35",29193.3686735531,672,25,672,0,"active","transi",0,0,0,0,0,0,0,0
"3037",3037,"V13472","central_iwp","raja_ampat","raja_ampat_9",28.85529236,94.032,3.609582136,10,"Restricted",180.3951412,38,"transi35",99779.5566971458,416,74,416,0,"active","transi",0,0,0,0,0,0,0,0
"3038",3038,"V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,22,"transi35",64893.2887073066,200,72,200,0,"active","transi",0,0,0,0,0,0,0,0
"3039",3039,"V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,22,"transi35",64893.2887073066,200,72,200,0,"active","transi",0,0,0,0,0,0,0,0
"3040",3040,"V13492","central_iwp","raja_ampat","raja_ampat_8",28.84075238,102.865,6.321245119,6,"Closed",115.099702,41,"transi35",20814.4294116012,912,98,912,0,"active","transi",0,0,0,0,0,0,0,0
"3041",3041,"V13496","central_iwp","raja_ampat","raja_ampat_6",28.76996377,138.501,3.97345994,6,"Closed",124.9156004,17,"transi35",20725.7554679539,152,62,152,0,"active","transi",0,0,0,0,0,0,0,0
"3042",3042,"V13529","central_iwp","raja_ampat","raja_ampat_13",29.09358643,247.488,5.034816616,10,"Restricted",588.3195333,96,"transi35",4685.66593441802,1976,69,1976,0,"active","transi",0,0,0,0,0,0,0,0
"3043",3043,"V13531","central_iwp","raja_ampat","raja_ampat_16",29.13433666,148.5,5.211632757,10,"Restricted",952.2913082,48,"transi35",1312333.39890045,592,36,592,0,"active","transi",0,0,0,0,0,0,0,0
"3044",3044,"V13536","central_iwp","raja_ampat","raja_ampat_14",29.00041557,187.262,3.346761432,10,"Restricted",588.0802831,50,"transi35",178550.134952731,616,11,616,0,"active","transi",0,0,0,0,0,0,0,0
"3045",3045,"V14065","western_indian","mozambique","mozambique_1",25.97892329,111.199,95.9123637,0,"Fished",238.6262525,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3046",3046,"V14066","western_indian","mozambique","mozambique_4",25.58197641,53,71.41592245,0,"Fished",736.84401,5,"transi35",51.5,152,3,184,32,"active","transi",0,0,0,0,0,0,0,0
"3047",3047,"V14070","western_indian","Bazaruto","Santa Carolina",26.29,98,28,19,"Closed",55.0636799,10,"transi35",84.4404761904762,152,8,160,8,"active","transi",0,0,0,0,0,0,0,0
"3048",3048,"V14076","western_indian","Bazaruto","Baluba",26.29,64,36,19,"Closed",120.4016967,0,"transi35",0,0,1,0,0,"active","transi",0,0,0,0,0,0,0,0
"3049",3049,"V14110","western_indian","seychelles","seychelles_5",26.70022396,100.754,1.394087107,1,"Closed",346.0214262,3,"transi35",0,24,0,24,0,"active","transi",0,0,0,0,0,0,0,0
"3050",3050,"V14115","western_indian","seychelles","seychelles_3",26.84248024,99.292,1.330337611,1,"Closed",247.2018351,4,"transi35",0,48,0,48,0,"active","transi",0,0,0,0,0,0,0,0
"3051",3051,"V14159","western_indian","seychelles","seychelles_2",27.87567296,131,193.9620366,0,"Fished",356.4425464,0,"transi35",0,0,7,0,0,"active","transi",0,0,0,0,0,0,0,0
"3052",3052,"V14354","western_indian","tanzania","tanzania_1",27.53677102,153.786,323.1467077,0,"Fished",82.05010158,18,"transi35",2864.54007087634,208,47,216,8,"active","transi",0,0,0,0,0,0,0,0
"3053",3053,"V1623","central_iwp","solomon","solomon_15",29.30765815,74.8,1.002338702,21,"Closed",223.0013971,3,"transi35",956.343709953062,40,68,40,0,"active","transi",0,0,0,0,0,0,0,0
"3054",3054,"V1651","central_iwp","solomon","solomon_6",29.35546484,56,5.888259532,0,"Fished",39.40542105,23,"transi35",6784.86520965811,264,51,264,0,"active","transi",0,0,0,0,0,0,0,0
"3055",3055,"V1653","central_iwp","solomon","solomon_5",29.34720635,64.9,2.497625831,0,"Fished",274.5734278,15,"transi35",46302.5096398868,192,44,200,8,"active","transi",0,0,0,0,0,0,0,0
"3056",3056,"V1663","central_iwp","solomon","solomon_1",29.28295663,114.533,5.436542038,0,"Fished",90.60664678,0,"transi35",0,0,31,0,0,"active","transi",0,0,0,0,0,0,0,0
"3057",3057,"V1670","central_iwp","solomon","solomon_37",29.21634929,121.4,5.760687038,0,"Fished",99.99455815,5,"transi35",615.278447535613,48,79,48,0,"active","transi",0,0,0,0,0,0,0,0
"3058",3058,"V1675","central_iwp","solomon","solomon_30",29.16495829,111.778,10.4780996,0,"Fished",193.4754165,4,"transi35",139601.343041462,40,63,40,0,"active","transi",0,0,0,0,0,0,0,0
"3059",3059,"V1729","central_iwp","solomon","solomon_42",29.25464887,59.4,14.62806253,0,"Fished",49.06125629,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3060",3060,"V1735","central_iwp","solomon","solomon_41",29.30085093,109.163,12.24440375,0,"Fished",47.10497694,16,"transi35",13666.2380108257,296,22,296,0,"active","transi",0,0,0,0,0,0,0,0
"3061",3061,"V1747","central_iwp","solomon","solomon_17",29.35013076,124.581,20.50000068,0,"Fished",214.771615,7,"transi35",50272.8608975005,120,66,120,0,"active","transi",0,0,0,0,0,0,0,0
"3062",3062,"V1782","central_iwp","solomon","solomon_31",29.09292379,80.3,8.85182226,0,"Fished",146.1456516,15,"transi35",11735.5138272278,128,16,128,0,"active","transi",0,0,0,0,0,0,0,0
"3063",3063,"V1822","central_iwp","solomon","solomon_18",29.38797852,126.156,3.813107818,0,"Fished",100.681213,57,"transi35",7990.54502401753,1296,46,1296,0,"active","transi",0,0,0,0,0,0,0,0
"3064",3064,"V1823","central_iwp","solomon","solomon_7",29.36747743,75.9,19.26737234,0,"Fished",261.5467082,41,"transi35",9244.57447054511,608,43,608,0,"active","transi",0,0,0,0,0,0,0,0
"3065",3065,"V1864","central_iwp","solomon","solomon_11",29.30259518,120.352,1.39290354,0,"Fished",344.8031119,8,"transi35",361918.0796793,168,38,168,0,"active","transi",0,0,0,0,0,0,0,0
"3066",3066,"V1875","central_iwp","solomon","solomon_12",29.2849747,132.91,12.81812821,24,"Closed",334.787737,22,"transi35",28012.3929135666,256,50,256,0,"active","transi",0,0,0,0,0,0,0,0
"3067",3067,"V1880","central_iwp","solomon","solomon_10",29.31478029,133.432,4.580460162,12,"Fished",50.45989006,25,"transi35",25852.7575616566,352,53,352,0,"active","transi",0,0,0,0,0,0,0,0
"3068",3068,"V190","central_iwp","aceh","aceh_2",28.93665872,155.157,450.3657373,0,"Fished",86.56011682,57,"transi35",873.151134372762,13808,22,14552,744,"active","transi",0,0,0,0,0,0,0,0
"3069",3069,"V1901","central_iwp","solomon","solomon_8",29.36426549,88.884,1.644818785,0,"Fished",64.80812435,10,"transi35",10499.669798179,144,65,152,8,"active","transi",0,0,0,0,0,0,0,0
"3070",3070,"V1917","central_iwp","solomon","solomon_21",29.36725016,171.429,4.114091201,21,"Closed",529.2527502,45,"transi35",26947.0237407175,5248,48,5536,288,"active","transi",0,0,0,0,0,0,0,0
"3071",3071,"V1919","central_iwp","solomon","solomon_3",29.32487338,80.888,3.753540451,0,"Fished",59.0050427,143,"transi35",71184.5741388664,7608,47,7664,56,"active","transi",0,0,0,0,0,0,0,0
"3072",3072,"V1929","central_iwp","solomon","solomon_25",29.34697635,71.6,35.56657712,0,"Fished",145.7012041,22,"transi35",5200.49101238745,736,44,768,32,"active","transi",0,0,0,0,0,0,0,0
"3073",3073,"V193","central_iwp","aceh","aceh_5",28.9640574,106.6,379.9162581,0,"Fished",126.9153394,33,"transi35",3006.26387635235,1016,17,1016,0,"active","transi",0,0,0,0,0,0,0,0
"3074",3074,"V1938","central_iwp","solomon","solomon_39",29.24609738,110.508,72.61468967,0,"Fished",116.2858683,17,"transi35",348.62142020514,2304,37,2784,480,"active","transi",0,0,0,0,0,0,0,0
"3075",3075,"V194","central_iwp","aceh","aceh_1",28.91175731,138.258,131.2382199,36,"Closed",453.732283,15,"transi35",9188.89896338535,168,20,168,0,"active","transi",0,0,0,0,0,0,0,0
"3076",3076,"V2718","offshore_tep","galapagos","galapagos_6",24.29601533,35.495,0.268098073,21,"Restricted",183.7046932,0,"transi35",0,0,1,0,0,"active","transi",0,0,0,0,0,0,0,0
"3077",3077,"V2720","offshore_tep","galapagos","galapagos_7",23.75558272,49.897,0.251718396,21,"Restricted",552.266912,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3078",3078,"V2725","offshore_tep","galapagos","galapagos_8",23.73613035,36.55,0.196488391,21,"Restricted",203.1917289,1,"transi35",0,0,1,8,8,"active","transi",0,0,0,0,0,0,0,0
"3079",3079,"V2729","offshore_tep","galapagos","galapagos_9",23.90043212,47.673,0.548783763,21,"Restricted",303.9409176,2,"transi35",14.089162587006,8,20,16,8,"active","transi",0,0,0,0,0,0,0,0
"3080",3080,"V2732","offshore_tep","galapagos","galapagos_10",25.48904106,34.561,0.014319231,21,"Restricted",258.5368862,8,"transi35",53.7996363724182,88,4,88,0,"active","transi",0,0,0,0,0,0,0,0
"3081",3081,"V2733","offshore_tep","galapagos","galapagos_11",25.83872891,43.089,0.011239473,21,"Restricted",381.9061842,22,"transi35",198.806237577851,288,2,288,0,"active","transi",0,0,0,0,0,0,0,0
"3082",3082,"V2734","offshore_tep","galapagos","galapagos_5",23.77992005,31.315,0.040760519,21,"Restricted",159.5632964,2,"transi35",0,24,0,24,0,"active","transi",0,0,0,0,0,0,0,0
"3083",3083,"V2735","eastern_atlantic","stome","stome_3",27.20654923,31.763,50.98759892,0,"Fished",55.67507126,4,"transi35",44.0835862643399,32,3,32,0,"active","transi",0,0,0,0,0,0,0,0
"3084",3084,"V2738","hawaiian","hawaii","hawaii_6",25.02577162,60.884,18.57116427,0,"Fished",68.25257835,8,"transi35",0,192,0,192,0,"active","transi",0,0,0,0,0,0,0,0
"3085",3085,"V2877","hawaiian","hawaii","hawaii_12",24.9570668,67,8140.402653,0,"Fished",84.16284667,0,"transi35",0,0,15,0,0,"active","transi",0,0,0,0,0,0,0,0
"3086",3086,"V2887","hawaiian","hawaii","hawaii_7",24.69258706,72.195,1355.044583,0,"Fished",68.83592228,0,"transi35",0,0,12,0,0,"active","transi",0,0,0,0,0,0,0,0
"3087",3087,"V2895","hawaiian","hawaii","hawaii_11",24.7334496,65.655,557.5603609,36,"Restricted",88.68727268,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3088",3088,"V2909","central_iwp","christmas_island","christmas_island_2",27.73467077,165.661,10.22965783,39,"Restricted",298.9445391,11,"transi35",289.675375593521,168,9,168,0,"active","transi",0,0,0,0,0,0,0,0
"3089",3089,"V2985","sw_pacific","lord_howe_island","lord_howe_island_2",21.30228868,65.364,0.010341511,20,"Closed",493.6841296,3,"transi35",0,24,0,24,0,"active","transi",0,0,0,0,0,0,0,0
"3090",3090,"V2986","sw_pacific","norfolk_island","norfolk_island_2",21.39241737,24.727,2.400597482,7,"Restricted",64.85770094,2,"transi35",2,24,1,24,0,"active","transi",0,0,0,0,0,0,0,0
"3091",3091,"V2987","sw_pacific","elizabeth_and_middleton_reefs","elizabeth_and_middleton_reefs_1",22.09420541,118.391,0.000199943,7,"Closed",324.4118249,1,"transi35",2,8,2,8,0,"active","transi",0,0,0,0,0,0,0,0
"3092",3092,"V2988","sw_pacific","elizabeth_and_middleton_reefs","elizabeth_and_middleton_reefs_2",22.00430401,124.246,0.000333726,7,"Closed",334.29606,0,"transi35",0,0,1,0,0,"active","transi",0,0,0,0,0,0,0,0
"3093",3093,"V2989","sw_pacific","lord_howe_island","lord_howe_island_1",21.3805198,99.387,0.087158128,20,"Closed",191.0996738,1,"transi35",0,8,0,8,0,"active","transi",0,0,0,0,0,0,0,0
"3094",3094,"V2995","polynesian","marquesas_islands","marquesas_islands_2",27.78124254,51.667,0.356121627,0,"Fished",641.3419127,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3095",3095,"V3226","central_pacific","ailuk_atoll","ailuk_atoll_3",27.9030443,154.713,0.916308183,9,"Closed",451.9924885,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3096",3096,"V3392","sw_pacific","queensland_(other)","queensland_(other)_9",27.74529785,38.5,0.651674955,7,"Closed",562.2602086,64,"transi35",3994.33910761673,1800,5,1800,0,"active","transi",0,0,0,0,0,0,0,0
"3097",3097,"V3439","sw_pacific","queensland_(other)","queensland_(other)_15",27.35516915,76.333,1.284305843,0,"Fished",643.8923576,12,"transi35",77240.2942862018,104,42,104,0,"active","transi",0,0,0,0,0,0,0,0
"3098",3098,"V3448","sw_pacific","central_gbr","central_gbr_26",26.51169711,151.963,13.60789281,15,"Closed",434.2453149,60,"transi35",1851.19987685256,5960,18,5960,0,"active","transi",0,0,0,0,0,0,0,0
"3099",3099,"V3648","sw_pacific","northern_gbr","northern_gbr_8",26.87207771,122.004,0.168680305,15,"Closed",660.6724257,1,"transi35",0.0714285714285714,16,11,16,0,"active","transi",0,0,0,0,0,0,0,0
"3100",3100,"V3681","sw_pacific","northern_gbr","northern_gbr_13",26.83581813,160.333,0.280553342,15,"Restricted",659.6762411,17,"transi35",207.649669473691,360,13,360,0,"active","transi",0,0,0,0,0,0,0,0
"3101",3101,"V3707","sw_pacific","northern_gbr","northern_gbr_12",26.81103994,80.5,0.202880157,15,"Restricted",262.7460206,5,"transi35",4200452.42850471,64,19,64,0,"active","transi",0,0,0,0,0,0,0,0
"3102",3102,"V3771","sw_pacific","northern_gbr","northern_gbr_2",26.94042107,88.219,0.553697966,15,"Restricted",407.6343242,15,"transi35",298.093173838844,240,8,240,0,"active","transi",0,0,0,0,0,0,0,0
"3103",3103,"V3773","sw_pacific","northern_gbr","northern_gbr_6",26.711259,186.31,0.511824979,15,"Restricted",783.3204859,9,"transi35",30.2906495757727,120,13,120,0,"active","transi",0,0,0,0,0,0,0,0
"3104",3104,"V3773","sw_pacific","northern_gbr","northern_gbr_7",26.74504322,184,0.521713361,15,"Restricted",462.3644274,9,"transi35",30.2906495757727,120,13,120,0,"active","transi",0,0,0,0,0,0,0,0
"3105",3105,"V3831","sw_pacific","northern_gbr","northern_gbr_1",26.66396436,185.384,0.66171948,19,"Restricted",384.2680544,0,"transi35",0,0,28,0,0,"active","transi",0,0,0,0,0,0,0,0
"3106",3106,"V3922","sw_pacific","central_gbr","central_gbr_27",26.54714343,122,4.321748627,15,"Restricted",213.4556524,4,"transi35",3.49761904761905,48,10,48,0,"active","transi",0,0,0,0,0,0,0,0
"3107",3107,"V3928","sw_pacific","central_gbr","central_gbr_7",26.61292931,138.982,2.628967975,15,"Closed",146.3016712,32,"transi35",31611.4013005326,488,8,488,0,"active","transi",0,0,0,0,0,0,0,0
"3108",3108,"V3971","sw_pacific","queensland_(other)","queensland_(other)_19",27.31858919,132.667,0.847466041,0,"Fished",815.8474078,14,"transi35",6.80674603174603,344,2,344,0,"active","transi",0,0,0,0,0,0,0,0
"3109",3109,"V3976","sw_pacific","northern_coral_sea","northern_coral_sea_4",27.15282523,167.119,0.994734012,7,"Restricted",811.7306375,7,"transi35",10.4761904761905,104,3,104,0,"active","transi",0,0,0,0,0,0,0,0
"3110",3110,"V3979","sw_pacific","northern_coral_sea","northern_coral_sea_10",27.14684497,186.911,1.037367592,7,"Restricted",946.8460724,4,"transi35",1,240,2,240,0,"active","transi",0,0,0,0,0,0,0,0
"3111",3111,"V3979","sw_pacific","northern_coral_sea","northern_coral_sea_7",27.17619328,156.267,1.163168594,7,"Restricted",624.3607264,4,"transi35",1,240,2,240,0,"active","transi",0,0,0,0,0,0,0,0
"3112",3112,"V3980","sw_pacific","northern_coral_sea","northern_coral_sea_3",27.14855087,171.014,0.930257788,7,"Restricted",600.6081732,51,"transi35",3565.2008047815,2352,10,2352,0,"active","transi",0,0,0,0,0,0,0,0
"3113",3113,"V3981","sw_pacific","northern_coral_sea","northern_coral_sea_6",27.1883592,203.211,1.159310673,7,"Restricted",939.4397659,30,"transi35",16765.0351813251,544,12,544,0,"active","transi",0,0,0,0,0,0,0,0
"3114",3114,"V4043","sw_pacific","queensland_(other)","queensland_(other)_17",27.1767765,206.167,1.226788768,0,"Fished",560.0045611,75,"transi35",163781.781340965,4232,19,4232,0,"active","transi",0,0,0,0,0,0,0,0
"3115",3115,"V4044","sw_pacific","queensland_(other)","queensland_(other)_18",27.18604539,183.576,1.04806209,0,"Fished",613.000814,25,"transi35",78328.6994217674,880,20,880,0,"active","transi",0,0,0,0,0,0,0,0
"3116",3116,"V4049","sw_pacific","queensland_(other)","queensland_(other)_16",27.18128636,194.35,1.247758104,0,"Fished",1003.516175,19,"transi35",115.441531217858,368,1,368,0,"active","transi",0,0,0,0,0,0,0,0
"3117",3117,"V4181","sw_pacific","central_gbr","central_gbr_20",26.23464071,142.048,2.843159731,15,"Restricted",153.1607444,36,"transi35",47557.8117152751,672,35,672,0,"active","transi",0,0,0,0,0,0,0,0
"3118",3118,"V4342","sw_pacific","whitsundays","whitsundays_2",25.67532799,102.743,2.346484256,15,"Closed",423.0430407,70,"transi35",44747.2709570978,1048,72,1056,8,"active","transi",0,0,0,0,0,0,0,0
"3119",3119,"V4343","sw_pacific","central_gbr","central_gbr_21",25.6795832,152.018,2.434943659,15,"Closed",894.643504,6,"transi35",302.942202979526,64,33,64,0,"active","transi",0,0,0,0,0,0,0,0
"3120",3120,"V4488","sw_pacific","central_gbr","central_gbr_9",26.28109472,57.867,6.667953172,15,"Closed",148.176814,20,"transi35",58.0904322018253,288,14,288,0,"active","transi",0,0,0,0,0,0,0,0
"3121",3121,"V4552","sw_pacific","queensland_(other)","queensland_(other)_1",25.04411775,120.226,0.762055417,15,"Restricted",225.7904506,59,"transi35",334630.440659858,1008,12,1008,0,"active","transi",0,0,0,0,0,0,0,0
"3122",3122,"V4579","sw_pacific","capricorn_group","capricorn_group_8",24.55463253,109.786,3.261797926,15,"Closed",540.8430757,72,"transi35",69.1265147550815,1400,5,1400,0,"active","transi",0,0,0,0,0,0,0,0
"3123",3123,"V4582","sw_pacific","capricorn_group","capricorn_group_6",24.43738718,123.321,4.218634727,15,"Restricted",312.677658,91,"transi35",61741.7899120518,1592,12,1616,24,"active","transi",0,0,0,0,0,0,0,0
"3124",3124,"V4594","sw_pacific","capricorn_group","capricorn_group_4",24.28291566,130.171,6.779172882,15,"Restricted",268.5863302,109,"transi35",0,1960,0,1960,0,"active","transi",0,0,0,0,0,0,0,0
"3125",3125,"V4620","sw_pacific","capricorn_group","capricorn_group_2",24.5154978,150.019,7.461503311,15,"Closed",241.3003285,31,"transi35",3968.06765215932,360,19,360,0,"active","transi",0,0,0,0,0,0,0,0
"3126",3126,"V4912","sw_pacific","central_gbr","central_gbr_2",26.5672119,146.589,7.410903311,15,"Closed",337.0801062,32,"transi35",22330.0918097384,520,63,576,56,"active","transi",0,0,0,0,0,0,0,0
"3127",3127,"V4918","sw_pacific","central_gbr","central_gbr_3",26.51465166,169.128,6.858620512,15,"Restricted",440.9014478,75,"transi35",29467.1120756578,1296,71,1296,0,"active","transi",0,0,0,0,0,0,0,0
"3128",3128,"V4921","sw_pacific","central_gbr","central_gbr_5",26.58228857,182.246,5.027961459,15,"Restricted",803.1217673,30,"transi35",71827.6015010785,344,66,344,0,"active","transi",0,0,0,0,0,0,0,0
"3129",3129,"V4922","sw_pacific","central_gbr","central_gbr_24",26.46488439,145,5.169381462,15,"Closed",1250.382857,139,"transi35",19844.4798027634,7224,85,7256,32,"active","transi",0,0,0,0,0,0,0,0
"3130",3130,"V4957","sw_pacific","central_gbr","central_gbr_11",26.40171901,88,5.584992654,15,"Restricted",734.7927889,38,"transi35",159519.644280413,728,37,728,0,"active","transi",0,0,0,0,0,0,0,0
"3131",3131,"V4994","sw_pacific","central_gbr","central_gbr_18",26.38260346,147.565,1.947964267,15,"Closed",85.84672413,25,"transi35",2483.57158664421,216,61,216,0,"active","transi",0,0,0,0,0,0,0,0
"3132",3132,"V5037","sw_pacific","central_gbr","central_gbr_19",26.45829897,153.167,1.770948976,15,"Closed",91.16645409,151,"transi35",552.576421806846,3320,16,3320,0,"active","transi",0,0,0,0,0,0,0,0
"3133",3133,"V5064","sw_pacific","central_gbr","central_gbr_13",25.54306077,117.945,19.4375289,15,"Restricted",452.9310057,4,"transi35",22394.032778635,48,76,48,0,"active","transi",0,0,0,0,0,0,0,0
"3134",3134,"V5074","sw_pacific","central_gbr","central_gbr_1",26.46935317,119.393,12.60558979,15,"Restricted",158.5178339,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3135",3135,"V5088","sw_pacific","southern_coral_sea","southern_coral_sea_6",25.68883292,143.739,0.294881999,7,"Closed",239.8638264,20,"transi35",25360.0454568538,256,20,256,0,"active","transi",0,0,0,0,0,0,0,0
"3136",3136,"V5092","central_iwp","north_west_shelf","north_west_shelf_14",27.04413685,56.786,0.232631494,0,"Fished",756.0893979,22,"transi35",12463.3643678509,336,11,336,0,"active","transi",0,0,0,0,0,0,0,0
"3137",3137,"V5093","central_iwp","north_west_shelf","north_west_shelf_15",26.81515549,35.951,2.403824183,0,"Fished",151.6270856,22,"transi35",5095.16994114182,248,14,248,0,"active","transi",0,0,0,0,0,0,0,0
"3138",3138,"V5094","central_iwp","north_west_shelf","north_west_shelf_29",26.03515002,92.467,0.46444822,8,"Restricted",1026.654349,15,"transi35",242.508329976111,184,5,184,0,"active","transi",0,0,0,0,0,0,0,0
