"","X","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","Indegree","ModelMode","btwdegree","Inflow","Outdegree","InflowLR","SelfR","Larval_behaviour","FE","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR"
"1394",1394,"V1271","easter","salaz_y_gomez","salaz_y_gomez_1",22.36693817,23.212,0.002425095,9,"Closed",189.613369,25,"crypto15",36303.7333333333,929,13,929,0,"active","crypto",0,0,0,0,0,0,0,0
"1395",1395,"V1272","easter","rapa_nui","rapa_nui_4",22.63233521,17.655,53.25406974,1,"Restricted",24.00467111,18,"crypto15",120552.217857143,578,17,578,0,"active","crypto",0,0,0,0,0,0,0,0
"1396",1396,"V1272","easter","rapa_nui","rapa_nui_1",22.66947101,22.769,102.6973812,1,"Restricted",61.09723571,18,"crypto15",120552.217857143,578,17,578,0,"active","crypto",0,0,0,0,0,0,0,0
"1397",1397,"V1273","easter","rapa_nui","rapa_nui_2",22.65680124,21.543,7.845622948,1,"Restricted",62.23944474,13,"crypto15",40309.9,587,16,587,0,"active","crypto",0,0,0,0,0,0,0,0
"1398",1398,"V1274","easter","rapa_nui","rapa_nui_3",22.64377003,23.106,2484.81206,1,"Restricted",56.36786252,13,"crypto15",421925.745238092,465,17,465,0,"active","crypto",0,0,0,0,0,0,0,0
"1399",1399,"V13472","central_iwp","raja_ampat","raja_ampat_9",28.85529236,94.032,3.609582136,10,"Restricted",180.3951412,14,"crypto15",342404.319047619,628,29,628,0,"active","crypto",0,0,0,0,0,0,0,0
"1400",1400,"V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,23,"crypto15",70976.1166666666,958,28,1034,76,"active","crypto",0,0,0,0,0,0,0,0
"1401",1401,"V13486","central_iwp","raja_ampat","raja_ampat_3",28.83803334,81.982,4.84776921,10,"Restricted",81.94873486,23,"crypto15",70976.1166666666,958,28,1034,76,"active","crypto",0,0,0,0,0,0,0,0
"1402",1402,"V13492","central_iwp","raja_ampat","raja_ampat_8",28.84075238,102.865,6.321245119,6,"Closed",115.099702,34,"crypto15",214.833333333333,1618,25,1618,0,"active","crypto",0,0,0,0,0,0,0,0
"1403",1403,"V13496","central_iwp","raja_ampat","raja_ampat_6",28.76996377,138.501,3.97345994,6,"Closed",124.9156004,27,"crypto15",11115.2666666667,1445,29,1481,36,"active","crypto",0,0,0,0,0,0,0,0
"1404",1404,"V13529","central_iwp","raja_ampat","raja_ampat_13",29.09358643,247.488,5.034816616,10,"Restricted",588.3195333,33,"crypto15",4744.18333333333,1717,22,1768,51,"active","crypto",0,0,0,0,0,0,0,0
"1405",1405,"V13531","central_iwp","raja_ampat","raja_ampat_16",29.13433666,148.5,5.211632757,10,"Restricted",952.2913082,9,"crypto15",3125453.70476198,243,14,243,0,"active","crypto",0,0,0,0,0,0,0,0
"1406",1406,"V13536","central_iwp","raja_ampat","raja_ampat_14",29.00041557,187.262,3.346761432,10,"Restricted",588.0802831,17,"crypto15",49769.8333333334,679,17,679,0,"active","crypto",0,0,0,0,0,0,0,0
"1407",1407,"V14065","western_indian","mozambique","mozambique_1",25.97892329,111.199,95.9123637,0,"Fished",238.6262525,0,"crypto15",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1408",1408,"V14066","western_indian","mozambique","mozambique_4",25.58197641,53,71.41592245,0,"Fished",736.84401,3,"crypto15",1749,67,4,99,32,"active","crypto",0,0,0,0,0,0,0,0
"1409",1409,"V14070","western_indian","Bazaruto","Santa Carolina",26.29,98,28,19,"Closed",55.0636799,6,"crypto15",906,256,6,256,0,"active","crypto",0,0,0,0,0,0,0,0
"1410",1410,"V14076","western_indian","Bazaruto","Baluba",26.29,64,36,19,"Closed",120.4016967,0,"crypto15",0,0,4,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1411",1411,"V14110","western_indian","seychelles","seychelles_5",26.70022396,100.754,1.394087107,1,"Closed",346.0214262,4,"crypto15",878.5,149,7,149,0,"active","crypto",0,0,0,0,0,0,0,0
"1412",1412,"V14115","western_indian","seychelles","seychelles_3",26.84248024,99.292,1.330337611,1,"Closed",247.2018351,7,"crypto15",2344.66666666667,217,7,251,34,"active","crypto",0,0,0,0,0,0,0,0
"1413",1413,"V14159","western_indian","seychelles","seychelles_2",27.87567296,131,193.9620366,0,"Fished",356.4425464,1,"crypto15",190.5,53,9,53,0,"active","crypto",0,0,0,0,0,0,0,0
"1414",1414,"V14354","western_indian","tanzania","tanzania_1",27.53677102,153.786,323.1467077,0,"Fished",82.05010158,5,"crypto15",1188,257,28,257,0,"active","crypto",0,0,0,0,0,0,0,0
"1415",1415,"V1623","central_iwp","solomon","solomon_15",29.30765815,74.8,1.002338702,21,"Closed",223.0013971,20,"crypto15",49879.2000000001,819,20,819,0,"active","crypto",0,0,0,0,0,0,0,0
"1416",1416,"V1651","central_iwp","solomon","solomon_6",29.35546484,56,5.888259532,0,"Fished",39.40542105,9,"crypto15",365427.059523809,345,30,345,0,"active","crypto",0,0,0,0,0,0,0,0
"1417",1417,"V1653","central_iwp","solomon","solomon_5",29.34720635,64.9,2.497625831,0,"Fished",274.5734278,20,"crypto15",20524.1166666666,862,25,862,0,"active","crypto",0,0,0,0,0,0,0,0
"1418",1418,"V1663","central_iwp","solomon","solomon_1",29.28295663,114.533,5.436542038,0,"Fished",90.60664678,1,"crypto15",5056,51,17,51,0,"active","crypto",0,0,0,0,0,0,0,0
"1419",1419,"V1670","central_iwp","solomon","solomon_37",29.21634929,121.4,5.760687038,0,"Fished",99.99455815,4,"crypto15",6136.25,150,22,150,0,"active","crypto",0,0,0,0,0,0,0,0
"1420",1420,"V1675","central_iwp","solomon","solomon_30",29.16495829,111.778,10.4780996,0,"Fished",193.4754165,6,"crypto15",13164.9,316,21,316,0,"active","crypto",0,0,0,0,0,0,0,0
"1421",1421,"V1729","central_iwp","solomon","solomon_42",29.25464887,59.4,14.62806253,0,"Fished",49.06125629,0,"crypto15",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1422",1422,"V1735","central_iwp","solomon","solomon_41",29.30085093,109.163,12.24440375,0,"Fished",47.10497694,11,"crypto15",10218.3166666667,330,10,356,26,"active","crypto",0,0,0,0,0,0,0,0
"1423",1423,"V1747","central_iwp","solomon","solomon_17",29.35013076,124.581,20.50000068,0,"Fished",214.771615,8,"crypto15",4043.99166666667,351,23,351,0,"active","crypto",0,0,0,0,0,0,0,0
"1424",1424,"V1782","central_iwp","solomon","solomon_31",29.09292379,80.3,8.85182226,0,"Fished",146.1456516,4,"crypto15",24348.25,148,8,148,0,"active","crypto",0,0,0,0,0,0,0,0
"1425",1425,"V1822","central_iwp","solomon","solomon_18",29.38797852,126.156,3.813107818,0,"Fished",100.681213,39,"crypto15",37607.3666666667,1501,16,1501,0,"active","crypto",0,0,0,0,0,0,0,0
"1426",1426,"V1823","central_iwp","solomon","solomon_7",29.36747743,75.9,19.26737234,0,"Fished",261.5467082,30,"crypto15",2324024.93809522,1165,19,1190,25,"active","crypto",0,0,0,0,0,0,0,0
"1427",1427,"V1864","central_iwp","solomon","solomon_11",29.30259518,120.352,1.39290354,0,"Fished",344.8031119,16,"crypto15",13996.85,589,22,589,0,"active","crypto",0,0,0,0,0,0,0,0
"1428",1428,"V1875","central_iwp","solomon","solomon_12",29.2849747,132.91,12.81812821,24,"Closed",334.787737,17,"crypto15",2638.58333333333,677,25,715,38,"active","crypto",0,0,0,0,0,0,0,0
"1429",1429,"V1880","central_iwp","solomon","solomon_10",29.31478029,133.432,4.580460162,12,"Fished",50.45989006,19,"crypto15",139640.242857143,794,20,849,55,"active","crypto",0,0,0,0,0,0,0,0
"1430",1430,"V190","central_iwp","aceh","aceh_2",28.93665872,155.157,450.3657373,0,"Fished",86.56011682,33,"crypto15",93647.9166666667,5239,15,5589,350,"active","crypto",0,0,0,0,0,0,0,0
"1431",1431,"V1901","central_iwp","solomon","solomon_8",29.36426549,88.884,1.644818785,0,"Fished",64.80812435,15,"crypto15",8737.95,783,29,783,0,"active","crypto",0,0,0,0,0,0,0,0
"1432",1432,"V1917","central_iwp","solomon","solomon_21",29.36725016,171.429,4.114091201,21,"Closed",529.2527502,61,"crypto15",12193.9,7057,18,7265,208,"active","crypto",0,0,0,0,0,0,0,0
"1433",1433,"V1919","central_iwp","solomon","solomon_3",29.32487338,80.888,3.753540451,0,"Fished",59.0050427,37,"crypto15",1062.08333333333,2261,18,2350,89,"active","crypto",0,0,0,0,0,0,0,0
"1434",1434,"V1929","central_iwp","solomon","solomon_25",29.34697635,71.6,35.56657712,0,"Fished",145.7012041,18,"crypto15",1624.33333333333,1120,16,1209,89,"active","crypto",0,0,0,0,0,0,0,0
"1435",1435,"V193","central_iwp","aceh","aceh_5",28.9640574,106.6,379.9162581,0,"Fished",126.9153394,3,"crypto15",4509.18571428572,108,13,108,0,"active","crypto",0,0,0,0,0,0,0,0
"1436",1436,"V1938","central_iwp","solomon","solomon_39",29.24609738,110.508,72.61468967,0,"Fished",116.2858683,16,"crypto15",5068.25,1204,18,1343,139,"active","crypto",0,0,0,0,0,0,0,0
"1437",1437,"V194","central_iwp","aceh","aceh_1",28.91175731,138.258,131.2382199,36,"Closed",453.732283,4,"crypto15",140500.333333333,112,16,142,30,"active","crypto",0,0,0,0,0,0,0,0
"1438",1438,"V2718","offshore_tep","galapagos","galapagos_6",24.29601533,35.495,0.268098073,21,"Restricted",183.7046932,0,"crypto15",0,0,1,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1439",1439,"V2720","offshore_tep","galapagos","galapagos_7",23.75558272,49.897,0.251718396,21,"Restricted",552.266912,0,"crypto15",0,0,1,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1440",1440,"V2725","offshore_tep","galapagos","galapagos_8",23.73613035,36.55,0.196488391,21,"Restricted",203.1917289,0,"crypto15",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1441",1441,"V2729","offshore_tep","galapagos","galapagos_9",23.90043212,47.673,0.548783763,21,"Restricted",303.9409176,3,"crypto15",112,205,8,205,0,"active","crypto",0,0,0,0,0,0,0,0
"1442",1442,"V2732","offshore_tep","galapagos","galapagos_10",25.48904106,34.561,0.014319231,21,"Restricted",258.5368862,9,"crypto15",1285.5,289,6,289,0,"active","crypto",0,0,0,0,0,0,0,0
"1443",1443,"V2733","offshore_tep","galapagos","galapagos_11",25.83872891,43.089,0.011239473,21,"Restricted",381.9061842,6,"crypto15",125.5,193,2,193,0,"active","crypto",0,0,0,0,0,0,0,0
"1444",1444,"V2734","offshore_tep","galapagos","galapagos_5",23.77992005,31.315,0.040760519,21,"Restricted",159.5632964,6,"crypto15",420.5,199,4,199,0,"active","crypto",0,0,0,0,0,0,0,0
"1445",1445,"V2735","eastern_atlantic","stome","stome_3",27.20654923,31.763,50.98759892,0,"Fished",55.67507126,2,"crypto15",33.5,56,4,56,0,"active","crypto",0,0,0,0,0,0,0,0
"1446",1446,"V2738","hawaiian","hawaii","hawaii_6",25.02577162,60.884,18.57116427,0,"Fished",68.25257835,7,"crypto15",328.5,195,1,195,0,"active","crypto",0,0,0,0,0,0,0,0
"1447",1447,"V2877","hawaiian","hawaii","hawaii_12",24.9570668,67,8140.402653,0,"Fished",84.16284667,0,"crypto15",0,0,6,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1448",1448,"V2887","hawaiian","hawaii","hawaii_7",24.69258706,72.195,1355.044583,0,"Fished",68.83592228,1,"crypto15",16,46,11,46,0,"active","crypto",0,0,0,0,0,0,0,0
"1449",1449,"V2895","hawaiian","hawaii","hawaii_11",24.7334496,65.655,557.5603609,36,"Restricted",88.68727268,0,"crypto15",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1450",1450,"V2909","central_iwp","christmas_island","christmas_island_2",27.73467077,165.661,10.22965783,39,"Restricted",298.9445391,11,"crypto15",75247.05,381,6,434,53,"active","crypto",0,0,0,0,0,0,0,0
"1451",1451,"V2985","sw_pacific","lord_howe_island","lord_howe_island_2",21.30228868,65.364,0.010341511,20,"Closed",493.6841296,2,"crypto15",0,44,1,66,22,"active","crypto",0,0,0,0,0,0,0,0
"1452",1452,"V2986","sw_pacific","norfolk_island","norfolk_island_2",21.39241737,24.727,2.400597482,7,"Restricted",64.85770094,0,"crypto15",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1453",1453,"V2987","sw_pacific","elizabeth_and_middleton_reefs","elizabeth_and_middleton_reefs_1",22.09420541,118.391,0.000199943,7,"Closed",324.4118249,1,"crypto15",0,26,0,26,0,"active","crypto",0,0,0,0,0,0,0,0
"1454",1454,"V2988","sw_pacific","elizabeth_and_middleton_reefs","elizabeth_and_middleton_reefs_2",22.00430401,124.246,0.000333726,7,"Closed",334.29606,0,"crypto15",0,0,1,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1455",1455,"V2989","sw_pacific","lord_howe_island","lord_howe_island_1",21.3805198,99.387,0.087158128,20,"Closed",191.0996738,1,"crypto15",27158.75,91,3,91,0,"active","crypto",0,0,0,0,0,0,0,0
"1456",1456,"V2995","polynesian","marquesas_islands","marquesas_islands_2",27.78124254,51.667,0.356121627,0,"Fished",641.3419127,2,"crypto15",14,93,1,93,0,"active","crypto",0,0,0,0,0,0,0,0
"1457",1457,"V3226","central_pacific","ailuk_atoll","ailuk_atoll_3",27.9030443,154.713,0.916308183,9,"Closed",451.9924885,0,"crypto15",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1458",1458,"V3392","sw_pacific","queensland_(other)","queensland_(other)_9",27.74529785,38.5,0.651674955,7,"Closed",562.2602086,20,"crypto15",80174.4083333335,931,11,931,0,"active","crypto",0,0,0,0,0,0,0,0
"1459",1459,"V3439","sw_pacific","queensland_(other)","queensland_(other)_15",27.35516915,76.333,1.284305843,0,"Fished",643.8923576,39,"crypto15",1852.91666666667,1919,20,1919,0,"active","crypto",0,0,0,0,0,0,0,0
"1460",1460,"V3448","sw_pacific","central_gbr","central_gbr_26",26.51169711,151.963,13.60789281,15,"Closed",434.2453149,11,"crypto15",5862.56666666667,557,11,557,0,"active","crypto",0,0,0,0,0,0,0,0
"1461",1461,"V3648","sw_pacific","northern_gbr","northern_gbr_8",26.87207771,122.004,0.168680305,15,"Closed",660.6724257,2,"crypto15",177.333333333333,106,16,106,0,"active","crypto",0,0,0,0,0,0,0,0
"1462",1462,"V3681","sw_pacific","northern_gbr","northern_gbr_13",26.83581813,160.333,0.280553342,15,"Restricted",659.6762411,4,"crypto15",1728.5,152,13,152,0,"active","crypto",0,0,0,0,0,0,0,0
"1463",1463,"V3707","sw_pacific","northern_gbr","northern_gbr_12",26.81103994,80.5,0.202880157,15,"Restricted",262.7460206,14,"crypto15",158474.894047619,510,13,510,0,"active","crypto",0,0,0,0,0,0,0,0
"1464",1464,"V3771","sw_pacific","northern_gbr","northern_gbr_2",26.94042107,88.219,0.553697966,15,"Restricted",407.6343242,10,"crypto15",28795.3380952381,369,17,369,0,"active","crypto",0,0,0,0,0,0,0,0
"1465",1465,"V3773","sw_pacific","northern_gbr","northern_gbr_6",26.711259,186.31,0.511824979,15,"Restricted",783.3204859,26,"crypto15",7505.66666666667,1275,14,1275,0,"active","crypto",0,0,0,0,0,0,0,0
"1466",1466,"V3773","sw_pacific","northern_gbr","northern_gbr_7",26.74504322,184,0.521713361,15,"Restricted",462.3644274,26,"crypto15",7505.66666666667,1275,14,1275,0,"active","crypto",0,0,0,0,0,0,0,0
"1467",1467,"V3831","sw_pacific","northern_gbr","northern_gbr_1",26.66396436,185.384,0.66171948,19,"Restricted",384.2680544,41,"crypto15",87827.4999999999,1621,27,1621,0,"active","crypto",0,0,0,0,0,0,0,0
"1468",1468,"V3922","sw_pacific","central_gbr","central_gbr_27",26.54714343,122,4.321748627,15,"Restricted",213.4556524,10,"crypto15",11230.5333333333,463,14,463,0,"active","crypto",0,0,0,0,0,0,0,0
"1469",1469,"V3928","sw_pacific","central_gbr","central_gbr_7",26.61292931,138.982,2.628967975,15,"Closed",146.3016712,45,"crypto15",269353.646428572,1581,14,1628,47,"active","crypto",0,0,0,0,0,0,0,0
"1470",1470,"V3971","sw_pacific","queensland_(other)","queensland_(other)_19",27.31858919,132.667,0.847466041,0,"Fished",815.8474078,3,"crypto15",283.166666666667,195,19,195,0,"active","crypto",0,0,0,0,0,0,0,0
"1471",1471,"V3976","sw_pacific","northern_coral_sea","northern_coral_sea_4",27.15282523,167.119,0.994734012,7,"Restricted",811.7306375,3,"crypto15",152.833333333333,154,18,154,0,"active","crypto",0,0,0,0,0,0,0,0
"1472",1472,"V3979","sw_pacific","northern_coral_sea","northern_coral_sea_10",27.14684497,186.911,1.037367592,7,"Restricted",946.8460724,7,"crypto15",45129.8166666667,295,20,295,0,"active","crypto",0,0,0,0,0,0,0,0
"1473",1473,"V3979","sw_pacific","northern_coral_sea","northern_coral_sea_7",27.17619328,156.267,1.163168594,7,"Restricted",624.3607264,7,"crypto15",45129.8166666667,295,20,295,0,"active","crypto",0,0,0,0,0,0,0,0
"1474",1474,"V3980","sw_pacific","northern_coral_sea","northern_coral_sea_3",27.14855087,171.014,0.930257788,7,"Restricted",600.6081732,42,"crypto15",66818.4666666667,2218,11,2218,0,"active","crypto",0,0,0,0,0,0,0,0
"1475",1475,"V3981","sw_pacific","northern_coral_sea","northern_coral_sea_6",27.1883592,203.211,1.159310673,7,"Restricted",939.4397659,19,"crypto15",2192.83333333333,867,14,867,0,"active","crypto",0,0,0,0,0,0,0,0
"1476",1476,"V4043","sw_pacific","queensland_(other)","queensland_(other)_17",27.1767765,206.167,1.226788768,0,"Fished",560.0045611,29,"crypto15",5927.25,1234,12,1234,0,"active","crypto",0,0,0,0,0,0,0,0
"1477",1477,"V4044","sw_pacific","queensland_(other)","queensland_(other)_18",27.18604539,183.576,1.04806209,0,"Fished",613.000814,6,"crypto15",1051,313,17,313,0,"active","crypto",0,0,0,0,0,0,0,0
"1478",1478,"V4049","sw_pacific","queensland_(other)","queensland_(other)_16",27.18128636,194.35,1.247758104,0,"Fished",1003.516175,2,"crypto15",80.5,115,18,115,0,"active","crypto",0,0,0,0,0,0,0,0
"1479",1479,"V4181","sw_pacific","central_gbr","central_gbr_20",26.23464071,142.048,2.843159731,15,"Restricted",153.1607444,37,"crypto15",4282.96666666667,1742,30,1829,87,"active","crypto",0,0,0,0,0,0,0,0
"1480",1480,"V4342","sw_pacific","whitsundays","whitsundays_2",25.67532799,102.743,2.346484256,15,"Closed",423.0430407,31,"crypto15",72394.4166666666,1329,43,1329,0,"active","crypto",0,0,0,0,0,0,0,0
"1481",1481,"V4343","sw_pacific","central_gbr","central_gbr_21",25.6795832,152.018,2.434943659,15,"Closed",894.643504,3,"crypto15",365.666666666667,137,42,137,0,"active","crypto",0,0,0,0,0,0,0,0
"1482",1482,"V4488","sw_pacific","central_gbr","central_gbr_9",26.28109472,57.867,6.667953172,15,"Closed",148.176814,4,"crypto15",305.416666666667,187,32,187,0,"active","crypto",0,0,0,0,0,0,0,0
"1483",1483,"V4552","sw_pacific","queensland_(other)","queensland_(other)_1",25.04411775,120.226,0.762055417,15,"Restricted",225.7904506,57,"crypto15",84135.5333333332,2260,22,2260,0,"active","crypto",0,0,0,0,0,0,0,0
"1484",1484,"V4579","sw_pacific","capricorn_group","capricorn_group_8",24.55463253,109.786,3.261797926,15,"Closed",540.8430757,11,"crypto15",3932.5,516,21,516,0,"active","crypto",0,0,0,0,0,0,0,0
"1485",1485,"V4582","sw_pacific","capricorn_group","capricorn_group_6",24.43738718,123.321,4.218634727,15,"Restricted",312.677658,19,"crypto15",1238.06666666667,778,21,834,56,"active","crypto",0,0,0,0,0,0,0,0
"1486",1486,"V4594","sw_pacific","capricorn_group","capricorn_group_4",24.28291566,130.171,6.779172882,15,"Restricted",268.5863302,41,"crypto15",19475.6666666667,1554,22,1554,0,"active","crypto",0,0,0,0,0,0,0,0
"1487",1487,"V4620","sw_pacific","capricorn_group","capricorn_group_2",24.5154978,150.019,7.461503311,15,"Closed",241.3003285,25,"crypto15",4480.03333333333,1189,37,1189,0,"active","crypto",0,0,0,0,0,0,0,0
"1488",1488,"V4912","sw_pacific","central_gbr","central_gbr_2",26.5672119,146.589,7.410903311,15,"Closed",337.0801062,31,"crypto15",13150.1833333333,1417,33,1417,0,"active","crypto",0,0,0,0,0,0,0,0
"1489",1489,"V4918","sw_pacific","central_gbr","central_gbr_3",26.51465166,169.128,6.858620512,15,"Restricted",440.9014478,45,"crypto15",8124.61666666666,2361,25,2361,0,"active","crypto",0,0,0,0,0,0,0,0
"1490",1490,"V4921","sw_pacific","central_gbr","central_gbr_5",26.58228857,182.246,5.027961459,15,"Restricted",803.1217673,13,"crypto15",7251.05,515,32,515,0,"active","crypto",0,0,0,0,0,0,0,0
"1491",1491,"V4922","sw_pacific","central_gbr","central_gbr_24",26.46488439,145,5.169381462,15,"Closed",1250.382857,70,"crypto15",60652.2428571429,2839,21,2839,0,"active","crypto",0,0,0,0,0,0,0,0
"1492",1492,"V4957","sw_pacific","central_gbr","central_gbr_11",26.40171901,88,5.584992654,15,"Restricted",734.7927889,30,"crypto15",43001.5773809528,1432,32,1432,0,"active","crypto",0,0,0,0,0,0,0,0
"1493",1493,"V4994","sw_pacific","central_gbr","central_gbr_18",26.38260346,147.565,1.947964267,15,"Closed",85.84672413,12,"crypto15",16683.1297619048,578,39,578,0,"active","crypto",0,0,0,0,0,0,0,0
"1494",1494,"V5037","sw_pacific","central_gbr","central_gbr_19",26.45829897,153.167,1.770948976,15,"Closed",91.16645409,299,"crypto15",96865.0166666665,14796,26,14883,87,"active","crypto",0,0,0,0,0,0,0,0
"1495",1495,"V5064","sw_pacific","central_gbr","central_gbr_13",25.54306077,117.945,19.4375289,15,"Restricted",452.9310057,41,"crypto15",31614.95,1626,30,1626,0,"active","crypto",0,0,0,0,0,0,0,0
"1496",1496,"V5074","sw_pacific","central_gbr","central_gbr_1",26.46935317,119.393,12.60558979,15,"Restricted",158.5178339,0,"crypto15",0,0,0,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1497",1497,"V5088","sw_pacific","southern_coral_sea","southern_coral_sea_6",25.68883292,143.739,0.294881999,7,"Closed",239.8638264,0,"crypto15",0,0,9,0,0,"active","crypto",0,0,0,0,0,0,0,0
"1498",1498,"V5092","central_iwp","north_west_shelf","north_west_shelf_14",27.04413685,56.786,0.232631494,0,"Fished",756.0893979,14,"crypto15",131642.816666667,521,10,521,0,"active","crypto",0,0,0,0,0,0,0,0
"1499",1499,"V5093","central_iwp","north_west_shelf","north_west_shelf_15",26.81515549,35.951,2.403824183,0,"Fished",151.6270856,8,"crypto15",110969.05,288,10,288,0,"active","crypto",0,0,0,0,0,0,0,0
