ID,Id2,Lon,Lat,SOVEREIGN1,DESIG_ENG,IUCN_CAT,NO_TAKE,Class,General
V450,446,100.6,-3.46,Indonesia,,,,Fished,Fished
V451,447,100.6,-3.22,Indonesia,,,,Fished,Fished
V452,448,99.48,-2.1,Indonesia,Marine Recreation Park,VI,Not Reported,Restricted,MPA
V453,449,100.76,-1.86,Indonesia,,,,Fished,Fished
V454,450,99.48,-2.18,Indonesia,,,,Fished,Fished
V455,451,99.08,-1.86,Indonesia,Marine Recreation Park,VI,Not Reported,Restricted,MPA
V456,452,98.92,-0.26,Indonesia,,,,Fished,Fished
V457,453,98.68,-0.26,Indonesia,,,,Fished,Fished
V458,454,99.32,-0.42,Indonesia,,,,Fished,Fished
V459,455,99,-0.26,Indonesia,,,,Fished,Fished
V460,456,99.16,-0.18,Indonesia,,,,Fished,Fished
V461,457,99.48,-0.18,Indonesia,,,,Fished,Fished
V462,458,99.24,-0.26,Indonesia,,,,Fished,Fished
V463,459,99.32,-0.26,Indonesia,,,,Fished,Fished
V464,460,98.76,-1.54,Indonesia,,,,Fished,Fished
V465,461,98.76,-0.42,Indonesia,,,,Fished,Fished
V466,462,98.6,-0.42,Indonesia,,,,Fished,Fished
V467,463,99.88,-0.5,Indonesia,,,,Fished,Fished
V468,464,99.48,-0.5,Indonesia,,,,Fished,Fished
V469,465,101.48,-3.14,Indonesia,,,,Fished,Fished
V470,466,99.8,-0.58,Indonesia,,,,Fished,Fished
V471,467,99.8,-0.5,Indonesia,,,,Fished,Fished
V472,468,100.04,-0.66,Indonesia,,,,Fished,Fished
V473,469,100.04,-0.58,Indonesia,,,,Fished,Fished
V474,470,99.88,-0.42,Indonesia,Locally Managed Marine Area,VI,Not Reported,Restricted,MPA
V475,471,100.28,-0.9,Indonesia,,,,Fished,Fished
V476,472,100.2,-0.9,Indonesia,Marine Recreation Park,VI,Part,Restricted,MPA
V477,473,99.96,-0.74,Indonesia,,,,Fished,Fished
V478,474,100.12,-0.66,Indonesia,District Marine Protected Areas,VI,Not Reported,Restricted,MPA
V479,475,100.12,-0.82,Indonesia,,,,Fished,Fished
V480,475,100.12,-0.82,Indonesia,,,,Fished,Fished
V481,476,100.04,-0.82,Indonesia,Marine Recreation Park,VI,Part,Restricted,MPA
V482,476,100.04,-0.82,Indonesia,Marine Recreation Park,VI,Part,Restricted,MPA
V483,477,100.52,-1.62,Indonesia,Locally Managed Marine Area,VI,Not Reported,Restricted,MPA
V484,478,100.6,-1.62,Indonesia,Locally Managed Marine Area,VI,Not Reported,Restricted,MPA
V485,479,100.52,-1.54,Indonesia,Locally Managed Marine Area,VI,Not Reported,Restricted,MPA
V486,480,100.44,-1.38,Indonesia,Locally Managed Marine Area,VI,Not Reported,Restricted,MPA
V487,481,100.44,-1.46,Indonesia,Locally Managed Marine Area,VI,Not Reported,Restricted,MPA
V488,482,99.56,-1.94,Indonesia,,,,Fished,Fished
V489,483,100.6,-1.94,Indonesia,Locally Managed Marine Area,VI,Not Reported,Restricted,MPA
V490,484,100.68,-2.02,Indonesia,,,,Fished,Fished
V491,485,100.52,-1.78,Indonesia,,,,Fished,Fished
V492,486,100.6,-1.7,Indonesia,Locally Managed Marine Area,VI,Not Reported,Restricted,MPA
V493,487,100.6,-1.86,Indonesia,Locally Managed Marine Area,VI,Not Reported,Restricted,MPA
V494,488,100.28,-1.06,Indonesia,,,,Fished,Fished
V495,489,100.28,-1.3,Indonesia,,,,Fished,Fished
V496,490,100.36,-1.38,Indonesia,,,,Fished,Fished
V497,491,100.28,-1.22,Indonesia,,,,Fished,Fished
V498,492,99.88,-2.5,Indonesia,,,,Fished,Fished
V499,493,100.04,-2.5,Indonesia,,,,Fished,Fished
V500,494,99.96,-2.5,Indonesia,,,,Fished,Fished
V501,495,99.96,-2.82,Indonesia,,,,Fished,Fished
V502,496,100.28,-2.74,Indonesia,,,,Fished,Fished
V503,497,99.56,-2.26,Indonesia,,,,Fished,Fished
V504,498,99.72,-2.42,Indonesia,,,,Fished,Fished
V505,499,99.88,-2.34,Indonesia,,,,Fished,Fished
V506,500,99.64,-2.34,Indonesia,,,,Fished,Fished
V507,501,100.2,-3.14,Indonesia,,,,Fished,Fished
V508,502,100.52,-3.14,Indonesia,,,,Fished,Fished
V509,503,100.52,-3.38,Indonesia,,,,Fished,Fished
V510,504,100.44,-3.38,Indonesia,,,,Fished,Fished
V511,505,100.04,-2.9,Indonesia,,,,Fished,Fished
V512,506,100.12,-3.06,Indonesia,,,,Fished,Fished
V513,507,99.24,0.14,Indonesia,Marine Conservation Area (Freshwater),VI,Not Reported,Fished,Fished
V514,508,98.92,0.14,Indonesia,,,,Fished,Fished
V515,509,98.52,0.14,Indonesia,,,,Fished,Fished
V516,510,98.52,0.06,Indonesia,,,,Fished,Fished
V517,511,98.92,0.86,Indonesia,,,,Fished,Fished
V518,512,98.92,0.7,Indonesia,,,,Fished,Fished
V519,513,99,0.7,Indonesia,,,,Fished,Fished
V520,514,98.92,0.22,Indonesia,,,,Fished,Fished
V521,515,98.84,0.22,Indonesia,,,,Fished,Fished
V522,516,98.68,0.3,Indonesia,,,,Fished,Fished
V523,517,98.6,0.38,Indonesia,,,,Fished,Fished
V524,518,98.52,0.22,Indonesia,,,,Fished,Fished
V525,519,98.6,-0.26,Indonesia,,,,Fished,Fished
V526,520,98.68,-0.18,Indonesia,,,,Fished,Fished
V527,521,98.76,-0.18,Indonesia,,,,Fished,Fished
V528,522,99.32,-0.34,Indonesia,,,,Fished,Fished
V529,523,99.08,-0.34,Indonesia,,,,Fished,Fished
V530,524,99.24,-0.34,Indonesia,,,,Fished,Fished
V531,525,99.16,-0.34,Indonesia,,,,Fished,Fished
V532,526,98.92,-0.02,Indonesia,,,,Fished,Fished
V533,527,99.48,-0.02,Indonesia,,,,Fished,Fished
V534,528,98.76,-0.02,Indonesia,,,,Fished,Fished
V535,529,99.48,0.06,Indonesia,Marine Conservation Area (Freshwater),VI,Not Reported,Fished,Fished
V536,530,98.84,-0.02,Indonesia,,,,Fished,Fished
V537,531,98.6,-0.1,Indonesia,,,,Fished,Fished
V538,532,98.6,-0.18,Indonesia,,,,Fished,Fished
V539,533,98.76,-0.1,Indonesia,,,,Fished,Fished
V540,534,99.32,-0.02,Indonesia,,,,Fished,Fished
V541,535,99,-0.02,Indonesia,,,,Fished,Fished
V542,536,98.76,-0.66,Indonesia,,,,Fished,Fished
V543,537,98.68,-0.5,Indonesia,,,,Fished,Fished
V544,538,99,-1.06,Indonesia,,,,Fished,Fished
V545,539,98.92,-0.9,Indonesia,,,,Fished,Fished
V546,540,99,-0.98,Indonesia,,,,Fished,Fished
V547,541,99.64,-0.5,Indonesia,,,,Fished,Fished
V548,542,99.56,-0.5,Indonesia,,,,Fished,Fished
V549,543,99.4,-0.42,Indonesia,,,,Fished,Fished
V550,544,99.64,-0.42,Indonesia,,,,Fished,Fished
V551,545,99.48,-0.42,Indonesia,,,,Fished,Fished
V552,546,98.6,-0.58,Indonesia,,,,Fished,Fished
V553,547,98.68,-0.66,Indonesia,,,,Fished,Fished
V554,548,98.6,-0.5,Indonesia,,,,Fished,Fished
V555,549,98.68,-0.58,Indonesia,,,,Fished,Fished
V556,550,98.36,-0.58,Indonesia,,,,Fished,Fished
V557,551,99.72,-0.58,Indonesia,,,,Fished,Fished
V558,552,99,-1.78,Indonesia,,,,Fished,Fished
V559,553,98.52,-1.14,Indonesia,,,,Fished,Fished
V560,554,98.44,-1.14,Indonesia,,,,Fished,Fished
V561,555,98.52,-1.22,Indonesia,,,,Fished,Fished
V562,556,98.44,-1.22,Indonesia,,,,Fished,Fished
V563,557,99.32,-1.62,Indonesia,,,,Fished,Fished
V564,558,79.88,11.9,India,,,,Fished,Fished
V565,559,79.88,11.82,India,,,,Fished,Fished
V566,560,81.72,16.22,India,,,,Fished,Fished
V567,561,94.36,16.94,Myanmar,,,,Fished,Fished
V568,562,94.36,17.02,Myanmar,,,,Fished,Fished
V569,563,94.2,16.54,Myanmar,,,,Fished,Fished
V570,564,94.28,16.86,Myanmar,,,,Fished,Fished
V571,565,94.2,16.46,Myanmar,,,,Fished,Fished
V572,566,94.28,15.82,Myanmar,,,,Fished,Fished
V573,567,94.2,15.66,Myanmar,,,,Fished,Fished
V574,568,94.2,15.74,Myanmar,,,,Fished,Fished
V575,569,93.4,19.74,Myanmar,,,,Fished,Fished
V576,570,92.92,19.98,Myanmar,,,,Fished,Fished
V577,571,93,19.82,Myanmar,,,,Fished,Fished
V578,572,94.04,18.7,Myanmar,,,,Fished,Fished
V579,573,93.72,18.62,Myanmar,,,,Fished,Fished
V580,574,93.8,18.62,Myanmar,,,,Fished,Fished
V581,575,93.96,18.7,Myanmar,,,,Fished,Fished
V582,576,92.36,20.54,Bangladesh,,,,Fished,Fished
V583,577,92.28,20.62,Bangladesh,,,,Fished,Fished
V584,578,93.24,19.34,Myanmar,,,,Fished,Fished
V585,579,93.24,19.42,Myanmar,,,,Fished,Fished
V586,580,93.4,19.42,Myanmar,,,,Fished,Fished
V587,581,94.12,18.7,Myanmar,,,,Fished,Fished
V588,582,93.8,18.7,Myanmar,,,,Fished,Fished
V589,583,94.04,18.62,Myanmar,,,,Fished,Fished
V590,584,93.64,18.7,,,,,Fished,Fished
V591,585,93.56,18.78,,,,,Fished,Fished
V592,586,92.52,20.22,Myanmar,,,,Fished,Fished
V593,587,94.28,18.22,Myanmar,,,,Fished,Fished
V594,588,93.16,19.74,Myanmar,,,,Fished,Fished
V595,589,92.6,20.14,Myanmar,,,,Fished,Fished
V596,590,92.52,20.14,Myanmar,,,,Fished,Fished
V597,591,94.44,17.74,Myanmar,,,,Fished,Fished
V598,592,93.56,18.7,Myanmar,,,,Fished,Fished
V599,593,93.48,18.78,Myanmar,,,,Fished,Fished
V600,594,93.88,18.46,Myanmar,,,,Fished,Fished
V601,595,93.88,18.62,Myanmar,,,,Fished,Fished
V602,596,93.64,18.62,Myanmar,,,,Fished,Fished
V603,597,93.8,18.54,Myanmar,,,,Fished,Fished
V604,598,94.12,18.62,Myanmar,,,,Fished,Fished
V605,599,93.96,18.46,Myanmar,,,,Fished,Fished
V606,600,94.04,18.06,Myanmar,,,,Fished,Fished
V607,601,94.12,18.06,Myanmar,,,,Fished,Fished
V608,602,94.44,17.26,Myanmar,,,,Fished,Fished
V609,603,72.36,-6.34,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V610,604,72.28,-6.5,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V611,605,72.36,-6.58,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V612,606,72.2,-6.74,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V613,607,72.28,-6.74,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V614,608,72.36,-6.5,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V615,609,70.92,-7.38,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V616,610,71.48,-6.98,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V617,611,71,-7.38,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V618,612,71.48,-7.38,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V619,613,71.4,-7.38,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V620,614,71.48,-7.14,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V621,615,71.32,-7.3,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V622,616,70.84,-7.7,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V623,617,70.76,-7.7,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V624,618,70.84,-7.62,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V625,619,70.76,-7.62,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V626,620,72.52,-7.3,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V627,621,72.36,-4.9,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V628,622,72.28,-4.82,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V629,623,72.44,-4.9,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V630,624,72.28,-4.9,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V631,625,72.36,-4.74,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V632,626,72.44,-4.74,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V633,627,72.44,-4.82,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V634,628,72.36,-4.82,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V635,629,72.28,-5.06,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V636,630,72.2,-4.98,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V637,631,72.36,-5.06,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V638,632,72.2,-5.06,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V639,633,72.6,-4.82,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V640,634,72.6,-4.9,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V641,635,72.36,-4.98,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V642,636,72.28,-4.98,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V643,637,72.2,-5.38,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V644,638,72.2,-5.3,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V645,639,72.28,-5.3,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V646,640,71.88,-5.38,Mauritius,Strict Nature Reserve,II,All,Closed,MPA
V647,641,72.44,-5.7,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V648,642,72.28,-5.54,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V649,643,72.52,-5.7,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V650,644,71.72,-5.46,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V651,645,72.2,-5.54,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V652,646,71.88,-5.46,Mauritius,Strict Nature Reserve,II,All,Closed,MPA
V653,647,72.52,-5.14,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V654,648,71.8,-5.22,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V655,649,71.72,-5.22,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V656,650,71.96,-5.22,Mauritius,Strict Nature Reserve,II,All,Closed,MPA
V657,651,72.44,-5.22,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V658,652,72.44,-4.98,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V659,653,72.44,-5.14,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V660,654,72.52,-5.22,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V661,655,71.64,-5.3,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V662,656,72.44,-5.3,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V663,657,71.64,-5.22,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V664,658,71.88,-5.22,Mauritius,Strict Nature Reserve,II,All,Closed,MPA
V665,659,71.72,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V666,660,71.88,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V667,661,72.28,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V668,662,71.8,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V669,663,72.36,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V670,664,71.96,-5.78,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V671,665,71.64,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V672,666,71.56,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V673,667,71.8,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V674,668,72.04,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V675,669,72.36,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V676,670,72.28,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V677,671,71.64,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V678,672,72.68,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V679,673,71.72,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V680,674,71.88,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V681,675,72.52,-5.78,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V682,676,72.44,-5.78,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V683,677,72.6,-5.78,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V684,678,72.28,-5.78,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V685,679,72.12,-5.7,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V686,680,72.28,-5.7,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V687,681,72.04,-5.7,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V688,682,72.2,-5.7,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V689,683,72.04,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V690,684,72.2,-5.78,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V691,685,71.96,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V692,686,72.6,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V693,687,72.36,-5.78,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V694,688,72.6,-5.7,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V695,689,72.04,-5.78,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V696,690,72.68,-5.78,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V697,691,72.68,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V698,692,72.68,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V699,693,72.76,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V700,694,72.76,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V701,695,71.56,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V702,696,72.28,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V703,697,71.64,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V704,698,72.2,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V705,699,71.96,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V706,700,71.72,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V707,701,71.48,-6.1,Mauritius,Strict Nature Reserve,II,All,Closed,MPA
V708,702,72.04,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V709,703,72.44,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V710,704,72.04,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V711,705,71.72,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V712,706,71.96,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V713,707,72.68,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V714,708,71.56,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V715,709,71.88,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V716,710,72.76,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V717,711,72.44,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V718,712,72.44,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V719,713,71.96,-5.94,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V720,714,72.52,-5.86,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V721,715,72.2,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V722,716,72.36,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V723,717,72.6,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V724,718,72.28,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V725,719,71.56,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V726,720,71.64,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V727,721,72.44,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V728,722,71.8,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V729,723,71.8,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V730,724,71.8,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V731,725,72.04,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V732,726,72.2,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V733,727,71.48,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V734,728,71.32,-6.26,Mauritius,Strict Nature Reserve,II,All,Closed,MPA
V735,729,71.88,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V736,730,72.12,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V737,731,71.64,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V738,732,71.96,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V739,733,71.72,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V740,734,72.6,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V741,735,71.72,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V742,736,71.64,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V743,737,72.12,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V744,738,72.44,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V745,739,72.36,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V746,740,72.36,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V747,741,72.12,-6.1,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V748,742,71.48,-6.18,Mauritius,Strict Nature Reserve,II,All,Closed,MPA
V749,743,71.56,-6.18,Mauritius,Strict Nature Reserve,II,All,Closed,MPA
V750,744,71.48,-6.02,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V751,745,72.52,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V752,746,71.4,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V753,747,72.68,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V754,748,72.6,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V755,749,72.2,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V756,750,72.04,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V757,751,71.32,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V758,752,71.96,-6.18,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V759,753,72.28,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V760,754,72.52,-6.34,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V761,755,71.64,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V762,756,72.36,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V763,757,71.4,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V764,758,72.44,-6.34,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V765,759,72.52,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V766,760,71.56,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V767,761,71.24,-6.5,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V768,762,71.56,-6.5,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V769,763,71.8,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V770,764,71.72,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V771,765,72.12,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V772,766,71.48,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V773,767,72.2,-6.34,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V774,768,71.4,-6.34,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V775,769,71.64,-6.34,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V776,770,71.56,-6.34,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V777,771,71.24,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V778,772,72.36,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V779,773,72.52,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V780,774,71.88,-6.26,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V781,775,72.28,-6.34,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V782,776,72.44,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V783,777,71.32,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V784,778,71.24,-6.34,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V785,779,71.48,-6.34,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V786,780,71.24,-6.42,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V787,781,71.32,-6.34,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V788,782,71.4,-6.66,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V789,783,71.88,-6.58,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
V790,784,71.96,-6.58,Mauritius,Marine Protected Area,Not Reported,All,Closed,MPA
